transaction_id_p,lro_num_p,pin_p,consideration_amt_p,registration_date_p,postal_code_p,untino_p,street_name_p,street_designation_p,street_direction_p,municipality_p,street_number_p,x_p,y_p,objectid_p,dauid_p,csdname_p,street_name_raw_p,date_disp_p,price_disp_p,year_p,year3_p,year5_p,year10_p,xy_p,pin_total_sales_p,xy_total_sales_p,pin_prev_sales_p,xy_prev_sales_p,pin_price_cum_sum_p,xy_price_cum_sum_p,pin_price_pct_change_p,xy_price_pct_change_p,price_da_pct_change_p,pin_year_since_last_sale_p,xy_years_since_list_sale_p,da_days_since_last_sale_p,da_years_since_last_sale_p,pin_sale_next_6m_p,pin_sale_next_1y_p,pin_sale_next_3y_p,xy_sale_next_6m_p,xy_sale_next_1y_p,xy_sale_next_3y_p
0,0,0,0,0,5.9091882394821021,74.3160709050936174,0.85673872263594598298,1.8899441901754896,89.3869977775906122,0.02605756215701878361,0.88131223724408130036,0,0,0,0,0,0.85673872263594598298,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7913061025384344,26.6054262560390617,0.17583072452550470626,46.7913061025384344,26.6054262560390617,0.17583072452550470626,0.17583072452550470626,0,0,0,0,0,0
