transaction_id_c,lro_num_c,pin_c,consideration_amt_c,registration_date_c,postal_code_c,untino_c,street_name_c,street_designation_c,street_direction_c,municipality_c,street_number_c,x_c,y_c,objectid_c,dauid_c,csdname_c,street_name_raw_c,date_disp_c,price_disp_c,year_c,year3_c,year5_c,year10_c,xy_c,pin_total_sales_c,xy_total_sales_c,pin_prev_sales_c,xy_prev_sales_c,pin_price_cum_sum_c,xy_price_cum_sum_c,pin_price_pct_change_c,xy_price_pct_change_c,price_da_pct_change_c,pin_year_since_last_sale_c,xy_years_since_list_sale_c,da_days_since_last_sale_c,da_years_since_last_sale_c,pin_sale_next_6m_c,pin_sale_next_1y_c,pin_sale_next_3y_c,xy_sale_next_6m_c,xy_sale_next_1y_c,xy_sale_next_3y_c
0,0,0,0,0,306599,3855899,44452,98060,4637856,1352,45727,0,0,0,0,0,44452,0,0,0,0,0,0,0,0,0,0,0,0,0,2427773,1380426,9123,2427773,1380426,9123,9123,0,0,0,0,0,0
