OBJECTID,Shape_Leng,Shape_Area,TAZ_O
1498,8113.32893505,2889234.53609,2148
1499,27405.0339474,29028309.2593,2149
1500,5675.5705876,1741926.7996,2150
1501,3919.10869896,789902.926504,2151
1502,6679.13229336,1589112.53026,2152
1503,8426.59713321,2125972.9035,2153
1504,20695.9033391,25601407.4023,2154
1505,17889.3362492,17163594.0571,2155
1506,12988.0112527,3331588.89863,2156
1507,6220.40582869,1171709.15977,2157
1508,5641.77896592,1749764.35044,2158
1509,5477.56633186,1526404.78101,2159
1510,8505.28551056,3247169.38874,2160
1511,3602.99628058,539059.209442,2161
1512,7073.95219339,2366205.70488,2162
1513,7747.33237184,2235259.05655,2163
1514,7462.12109411,2109868.24586,2164
1515,12366.8498795,6065233.44834,2165
1516,8919.19438736,2570084.59408,2166
1517,14209.0340984,7626292.0604,2167
1518,11702.9037576,8514956.48308,2168
1519,21913.499709,23824617.134,2169
1520,24951.4845569,34091578.0332,2170
1521,10333.0236707,6052170.32509,2171
1522,17719.5111005,14693553.6086,2172
1523,17891.8938438,16879636.4393,2173
1524,20622.8739948,25278376.0119,2174
1525,21907.5403177,16950757.0926,2175
1526,5293.82213219,922880.905075,2176
1527,5940.57738369,2076922.41136,2177
1528,7027.24363411,1895611.57569,2178
1529,10324.0444317,4858563.83546,2179
1530,8420.73207954,4391802.56749,2180
1531,5971.56706506,1773940.55877,2181
1532,6767.309667,2623054.31602,2182
1533,8392.89265264,4390104.7498,2183
1534,9571.6914506,4446124.43467,2184
1535,11207.6446436,5454831.55778,2185
1536,8139.95196755,4126409.00235,2186
1537,7020.33781771,2804522.85875,2187
1538,6867.76626422,2802446.26128,2188
1539,8529.68236462,3442891.7308,2189
1540,5481.87556736,1438955.86369,2190
1541,9096.78100422,3696525.26909,2191
1542,6368.41000288,1784256.34752,2192
1543,4137.61830076,884943.99406,2193
1544,4763.71598596,1064472.15541,2194
1545,11118.8374805,5811442.53185,2195
1546,4826.94304765,897757.799058,2196
1547,4290.83494098,804296.775549,2197
1548,6489.50161041,1685336.67454,2501
1549,5180.03998249,1412027.41994,2502
1550,5975.52082553,1417965.92539,2503
1551,5700.8225713,1299050.80867,2504
1552,6576.94465943,1838679.80265,2505
1553,11052.1190886,2532757.11743,2506
1554,6259.15896018,1511945.21128,2507
1555,2493.98303515,345534.393537,2508
1556,2654.63924028,391530.009887,2509
1557,5972.34120682,1225352.30919,2510
1558,13144.6823475,1942745.37813,2511
1559,3126.97804128,572970.015478,2512
1560,1798.36146055,180587.071575,2513
1561,1744.97998849,189961.767686,2514
1562,1640.21327579,167301.269593,2515
1563,1556.52934673,148374.068965,2516
1564,2493.04633172,345925.918761,2517
1565,2417.18373418,332545.619055,2518
1566,5594.18875503,937568.082089,2519
1567,2768.38436931,364259.98675,2520
1568,1418.6011916,108398.213602,2521
1569,2329.92926075,336804.059561,2522
1570,3059.08696739,571403.181638,2523
1571,6532.48165149,1576790.98978,2524
1572,9498.46631376,2595274.51174,2525
1573,3103.06884514,597737.71747,2526
1574,2997.98028809,551506.547896,2527
1575,2770.9259171,448372.810363,2528
1576,3368.20196746,697400.747918,2529
1577,2980.1519732,547038.751199,2530
1578,3123.14810803,604134.771941,2531
1579,9364.47552517,5042177.14651,2532
1580,3327.91325938,673746.504625,2533
1581,2940.17751424,525205.225378,2534
1582,3531.95346039,742036.01765,2535
1583,4123.8774632,960855.097902,2536
1584,2879.50374392,496571.762287,2537
1585,3398.56385697,720552.155524,2538
1586,10580.746545,5937337.60125,2539
1587,2468.66778799,325311.779237,2540
1588,2587.73939039,378703.190525,2541
1589,2816.5448384,484333.385993,2542
1590,4104.64730316,1036860.05346,2543
1591,4071.8015038,1030155.75866,2544
1592,2957.94031018,536918.89891,2545
1593,3147.79801279,620837.410863,2546
1594,4699.55441229,1177769.50094,2547
1595,3564.56782878,720719.127221,2548
1596,9656.38950022,2438210.89986,2549
1597,3757.75143007,545820.004731,2550
1598,6266.92468394,1933532.33367,2551
1599,6789.62841495,2526509.66964,2552
1600,11887.3167028,4708462.11349,2553
1601,4688.74745733,1023986.97929,2554
1602,4481.93214644,943674.221245,2555
1603,11233.2185312,2589055.85681,2556
1604,7163.55000383,986283.217089,2557
1605,6415.96004404,2145197.7919,2558
1606,3293.81786466,638466.016235,2559
1607,2859.36911378,421594.966546,2560
1608,3596.04444962,732454.551747,2561
1609,4178.82048505,1027202.22275,2562
1610,10235.4232844,2381992.46026,2563
1611,5376.21467402,1206098.80471,2564
1612,3393.69461912,436348.49467,2565
1613,3807.60518318,610188.740983,2566
1614,3995.68938518,879826.657807,2567
1615,4270.87271173,932648.436038,2568
1616,3436.5114716,743848.029076,2569
1617,5555.34793999,1168507.78939,2570
1618,2761.31547847,357311.636556,2571
1619,3783.99830449,596578.686631,2572
1620,4081.00716973,963765.669951,2573
1621,2891.88412503,427031.077623,2574
1622,5101.63779238,1518302.10895,2575
1623,5385.74437094,1705370.38799,2576
1624,6545.42427471,2651045.41928,2577
1625,4909.36380349,1363216.76856,2578
1626,3757.99905071,872381.366423,2579
1627,3760.18183896,876209.327401,2580
1628,3730.8171728,853779.728744,2581
1629,4494.07337257,1173513.14336,2582
1630,4232.18426134,1074681.66144,2583
1631,3818.55385107,905258.700641,2584
1632,3776.29997625,887361.485332,2585
1633,2967.61801039,469230.705146,2586
1634,3733.43689444,862699.296755,2587
1635,4243.99531594,1059493.60273,2588
1636,3924.66750709,918138.808892,2589
1637,3618.39256824,802271.537665,2590
1638,4374.51297793,1194058.01462,2591
1639,3647.40967281,819566.453358,2592
1640,4822.09238003,1301210.16644,2593
1641,4807.39318858,1064737.50111,2594
1642,3720.69819499,856470.018404,2595
1643,3703.6027059,846666.005976,2596
1644,3729.37453775,857204.673656,2597
1645,3715.37875507,832200.758042,2598
1646,3748.34806629,821419.268173,2599
1647,8220.79700417,2136603.27055,2600
1648,3888.68176641,940199.346198,2601
1649,8759.74303824,2302232.84446,2602
1650,5578.44453842,1869359.62036,2603
1651,5815.89924876,1450137.29311,2604
1652,5528.99583275,1422920.82457,2605
1653,9198.78740315,3443753.74519,2606
1654,17389.7255346,17143710.9912,2607
1655,5935.42687516,1179916.92095,2608
1656,4108.34168821,1072445.55015,2609
1657,6068.60270378,2001203.71786,2610
1658,5660.27355992,1882947.94408,2611
1659,12412.9084815,7080875.14631,2612
1660,11092.543417,5584953.11776,2613
1661,3592.34670496,786412.661908,2614
1662,19036.431661,22191654.7583,2615
1663,15195.0129501,14258890.2986,2616
1664,15252.1097444,6586262.01482,2617
1665,11875.0869479,4454431.51471,2618
1666,4469.69079013,1061270.95399,2619
1667,17867.394271,13184056.3502,2620
1668,25582.0398316,32499394.4022,2621
1669,34826.0296087,40445069.6507,2622
1670,9056.81757378,5070330.77422,2623
1671,8299.73853015,4261105.12308,2624
1672,22224.7969279,16363247.954,2625
1673,6162.90583617,2033661.01474,2626
1674,31342.9650502,53755785.1753,2627
1675,33809.7510608,39928540.343,2628
1676,26154.7182739,34031787.9112,2629
1677,6547.1089595,2033441.50875,2630
1678,30717.6376009,38946534.0888,2631
1679,14224.7503262,8213308.33785,2632
1680,12632.0399445,9876958.15918,2633
1681,22132.0081664,30654327.3573,2634
1682,22447.6301886,31568527.3982,2635
1683,30259.04308,38985432.7134,2636
1684,39559.9956094,72960779.0393,2637
1685,39280.8697195,90438009.1001,2638
1686,31649.5881364,43618581.9268,2639
1687,23570.6243877,30974837.2725,2640
1688,6032.51584178,1357062.75187,2641
1689,6714.46297836,1619035.33049,2642
1690,7853.07974773,2531825.70436,2643
1691,7907.18090244,3196770.67273,2644
1692,26617.980888,37030800.8268,2645
1693,10000.6721182,6084172.75627,2646
1694,10831.7697062,6236467.13222,2647
1695,11353.4264171,7366549.57519,2648
1696,14059.9982647,11849464.4957,2649
1697,13981.5103404,11435804.9864,2650
1698,16312.6102379,16172756.2321,2651
1699,18318.0855195,19888473.0513,2652
1700,26637.023082,35256980.2365,2653
1701,18575.1714175,20992840.6681,2654
1702,16192.7751106,16310582.7599,2655
1703,16533.2271362,17114083.5936,2656
1704,7226.93454445,2387664.66377,2658
1705,6927.91669853,3094638.64254,2659
1706,6419.35266374,2589474.80222,2660
1707,10087.9075176,5094304.78754,2661
1708,12579.1547089,6567290.10285,2662
1709,24711.1599234,37765562.7999,2663
1710,5700.72570548,1992720.35161,2664
1711,3497.14989644,760140.370438,2665
1712,3781.14727043,888744.509879,2666
1713,4882.37011526,1360805.5694,2667
1714,3719.20694908,851934.952691,2668
1715,5305.30227083,1444460.21585,2669
1716,5325.40307021,1460982.35663,2670
