num_rows,transaction_id_unq_c,lro_num_unq_c,pin_unq_c,consideration_amt_unq_c,registration_date_unq_c,postal_code_unq_c,unitno_unq_c,street_name_unq_c,street_designation_unq_c,street_direction_unq_c,municipality_unq_c,street_number_unq_c,x_unq_c,y_unq_c,objectid_unq_c,dauid_unq_c,csdname_unq_c,street_name_raw_unq_c,date_disp_unq_c,price_disp_unq_c,year_unq_c,year3_unq_c,year5_unq_c,year10_unq_c,xy_unq_c,pin_total_sales_unq_c,xy_total_sales_unq_c,pin_prev_sales_unq_c,xy_prev_sales_unq_c,pin_price_cum_sum_unq_c,xy_price_cum_sum_unq_c,pin_price_pct_change_unq_c,xy_price_pct_change_unq_c,price_da_pct_change_unq_c,pin_years_since_last_sale_unq_c,xy_years_since_last_sale_unq_c,da_days_since_last_sale_unq_c,da_years_since_last_sale_unq_c,pin_sale_next_6m_unq_c,pin_sale_next_1y_unq_c,pin_sale_next_3y_unq_c,xy_sale_next_6m_unq_c,xy_sale_next_1y_unq_c,xy_sale_next_3y_unq_c
5188513,5188513,7,2427773,360315,14694,115452,3779,27967,90,4,244,17646,1380426,1380426,9123,9123,26,39416,14694,360315,141,47,29,15,1380426,99,1353,462,11090,951442,2915149,991073,1503582,1908272,14211,14166,5963,5963,2,2,2,2,2,2
