num_rows,transaction_id_unq_p,lro_num_unq_p,pin_unq_p,consideration_amt_unq_p,registration_date_unq_p,postal_code_unq_p,unitno_unq_p,street_name_unq_p,street_designation_unq_p,street_direction_unq_p,municipality_unq_p,street_number_unq_p,x_unq_p,y_unq_p,objectid_unq_p,dauid_unq_p,csdname_unq_p,street_name_raw_unq_p,date_disp_unq_p,price_disp_unq_p,year_unq_p,year3_unq_p,year5_unq_p,year10_unq_p,xy_unq_p,pin_total_sales_unq_p,xy_total_sales_unq_p,pin_prev_sales_unq_p,xy_prev_sales_unq_p,pin_price_cum_sum_unq_p,xy_price_cum_sum_unq_p,pin_price_pct_change_unq_p,xy_price_pct_change_unq_p,price_da_pct_change_unq_p,pin_years_since_last_sale_unq_p,xy_years_since_last_sale_unq_p,da_days_since_last_sale_unq_p,da_years_since_last_sale_unq_p,pin_sale_next_6m_unq_p,pin_sale_next_1y_unq_p,pin_sale_next_3y_unq_p,xy_sale_next_6m_unq_p,xy_sale_next_1y_unq_p,xy_sale_next_3y_unq_p
5188513,100,0.00013491341353486057,46.7913061025384344,6.9444752282590407,0.28320252835446302245,2.225146202775246,0.07283396996403401129,0.53901763376134935,0.00173460103116249299,0.000077093379162777466299,0.00470269612892942544,0.34009744217659279258,26.6054262560390617,26.6054262560390617,0.17583072452550470626,0.17583072452550470626,0.00050110696455805353,0.75967815827000915291,0.28320252835446302245,6.9444752282590407,0.00271754161548790569,0.00090584720516263523,0.00055892699893013663,0.0002891001718604155,26.6054262560390617,0.00190806113427874229,0.02607683550180947798,0.00890428529330079736,0.21374139372880052531,18.3374697143478295,56.184671793247892,19.101291641747838,28.9790543070818171,36.7787842104279203,0.27389350282055764339,0.2730262023049763969,0.11492695498691050789,0.11492695498691050789,0.00003854668958138873315,0.00003854668958138873315,0.00003854668958138873315,0.00003854668958138873315,0.00003854668958138873315,0.00003854668958138873315
