TAZ_O,year,Avg_own_payt,Avg_own_paytinf,Avg_val_dwel,Avg_val_dwelinf,Avg_rent,Avg_rentinf,Avg_HHinc,Avg_HHincinf,Med_HHincinf,Dwel,Sgl_det,Apt_5plus,Sgl_att,Owned,Rented
1128,2011,1587.9444444444443,1695.9246666666666,497414.3333333333,531238.508,515.1666666666666,550.198,107276.94444444444,114571.77666666667,97358.88,1326.0,237.0,328.0,746.0,1172.0,126.0
1128,2016,1730.5294117647059,1730.5294117647059,775774.6470588235,775774.6470588235,597.4117647058823,597.4117647058823,109998.0,109998.0,93528.0,1381.0,231.0,392.0,754.0,1153.0,252.0
1128,2086,688.0,1342.632,174941.7142857143,341398.7554285714,502.0,979.653,66111.71428571429,129017.01042857143,79125.519,290.0,194.0,1.0,96.0,248.0,43.0
1128,2091,1070.4,1659.0129600000002,410811.0,636715.9689,1198.8,1858.02012,74417.2,115339.21828,94159.5248,144.0,55.0,72.0,20.0,89.0,55.0
1128,2096,993.6666666666666,1436.4445333333333,312985.5,452451.8388,1279.3333333333333,1849.4042666666664,53497.833333333336,77336.46786666667,80174.4216,213.0,78.0,86.0,50.0,114.0,100.0
1129,2001,1328.3,1735.1582899999999,369729.5333333333,482977.68939333333,333.96666666666664,436.26065666666665,98366.7,128496.42021,103981.30582666668,2703.0,2165.0,286.0,237.0,2448.0,224.0
1129,2006,1483.3548387096773,1749.6170322580645,524066.2580645161,618136.1513870967,252.1290322580645,297.3861935483871,104854.83870967742,123676.28225806452,100614.8885,2809.0,2078.0,312.0,469.0,2558.0,233.0
1129,2011,1541.0,1645.788,698373.875,745863.2985,351.0,374.868,145454.32258064515,155345.21651612903,112381.368,2903.0,2101.0,335.0,460.0,2613.0,170.0
1129,2016,1826.8125,1826.8125,1200931.09375,1200931.09375,276.15625,276.15625,126712.7741935484,126712.7741935484,102710.0,3674.0,2052.0,1056.0,549.0,3015.0,687.0
1129,2086,973.0,1898.8095,246877.75,481781.929125,548.0,1069.422,73231.75,142911.760125,26374.5225,248.0,233.0,0.0,16.0,228.0,21.0
1129,2091,1503.7857142857142,2330.7174785714287,404349.35714285716,626701.0686357144,1373.7857142857142,2129.2304785714286,77574.07142857143,120232.05330714287,104162.5794,1894.0,1527.0,147.0,226.0,1607.0,295.0
1129,2096,1185.625,1713.9395,345427.4375,499349.90365,1311.25,1895.543,72729.3125,105137.49415,113644.3984,2264.0,1882.0,209.0,172.0,1951.0,317.0
1130,2001,1341.7142857142858,1752.6813714285715,365467.28571428574,477409.91532857146,1148.0,1499.6324,100629.28571428571,131452.03592857142,97516.6013,138.0,135.0,0.0,3.0,127.0,6.0
1130,2006,1456.1666666666667,1717.5485833333335,492328.1666666667,580701.0725833334,846.3333333333334,998.2501666666667,78543.0,92641.4685,70475.125,262.0,140.0,119.0,7.0,243.0,20.0
1130,2011,1597.6666666666667,1706.3080000000002,598499.8333333334,639197.822,907.0,968.676,82431.16666666667,88036.486,78516.156,269.0,133.0,133.0,5.0,239.0,32.0
1130,2016,1825.8,1825.8,1032494.0,1032494.0,929.6,929.6,103706.4,103706.4,81096.0,325.0,132.0,191.0,7.0,253.0,83.0
1130,2086,973.0,1898.8095,328842.3333333333,641735.8134999999,548.0,1069.422,72752.66666666667,141976.829,26374.5225,62.0,61.0,0.0,2.0,56.0,8.0
1130,2091,1668.6666666666667,2586.266466666667,488130.1666666667,756552.9453166667,1992.0,3087.4008,76753.83333333333,118960.76628333333,103629.41380000001,198.0,200.0,1.0,0.0,191.0,9.0
1130,2096,1446.4,2090.91584,401217.4,579999.87344,1902.4,2750.10944,81741.6,118165.65696000001,118607.1432,219.0,221.0,0.0,0.0,204.0,16.0
1131,2001,1533.8181818181818,2003.626690909091,436371.4090909091,570031.9716954546,119.27272727272727,155.80596363636363,118990.45454545454,155437.2307727273,128244.39931363636,1651.0,1651.0,0.0,6.0,1598.0,58.0
1131,2006,1599.4545454545455,1886.5566363636365,620308.3181818182,731653.6612954546,113.36363636363636,133.7124090909091,141139.54545454544,166474.09386363634,127971.03199999999,1691.0,1640.0,0.0,64.0,1657.0,39.0
1131,2011,1760.304347826087,1880.005043478261,853093.9565217391,911104.3455652174,151.7391304347826,162.05739130434782,143690.86956521738,153461.84869565218,134046.81600000002,1730.0,1677.0,0.0,59.0,1683.0,0.0
1131,2016,2008.4583333333333,2008.4583333333333,1503821.2916666667,1503821.2916666667,259.375,259.375,146591.13636363635,146591.13636363635,114406.0,1681.0,1618.0,0.0,44.0,1602.0,88.0
1131,2086,588.0,1147.482,212615.75,414919.636125,566.0,1104.549,51318.0,100147.077,74656.584,263.0,113.0,0.0,147.0,93.0,173.0
1131,2091,1804.8181818181818,2797.2877,529368.2727272727,820467.8859,1613.3636363636363,2500.5523,74301.45454545454,115159.8244,99852.30750000001,1384.0,1379.0,5.0,0.0,1328.0,55.0
1131,2096,1615.076923076923,2334.7552,439583.3846153846,635461.7408,1307.0,1889.3992,86959.53846153847,125708.70880000001,80953.6,1544.0,1549.0,0.0,0.0,1483.0,68.0
1132,2001,1537.75,2008.762825,497738.25,650195.475975,436.625,570.3632375,98381.0,128515.1003,102899.537025,556.0,553.0,0.0,0.0,539.0,14.0
1132,2006,1893.3333333333333,2233.1866666666665,735921.1111111111,868018.9505555555,131.66666666666666,155.30083333333332,134372.11111111112,158491.90505555557,117239.941,777.0,768.0,0.0,12.0,752.0,25.0
1132,2011,1988.9,2124.1452000000004,960890.6,1026231.1608000001,102.8,109.7904,147217.9,157228.7172,138191.72400000002,806.0,793.0,0.0,6.0,783.0,0.0
1132,2016,2510.0,2510.0,1859418.4,1859418.4,378.0,378.0,158979.7,158979.7,123808.0,793.0,786.0,0.0,7.0,770.0,25.0
1132,2086,588.0,1147.482,218896.33333333334,427176.19450000004,566.0,1104.549,42194.0,82341.591,74656.584,26.0,17.0,0.0,8.0,13.0,15.0
1132,2091,1762.0,2730.9238,596356.0,924292.1644,1281.5,1986.19685,59363.75,92007.87612500001,73868.234,35.0,33.0,0.0,0.0,30.0,4.0
1132,2096,1454.75,2102.9866,388537.75,561670.1714,1383.75,2000.349,72333.75,104565.669,110553.7056,327.0,322.0,0.0,0.0,305.0,22.0
1133,2001,1397.5,1825.55425,330892.8333333333,432245.3081833333,511.6666666666667,668.3901666666667,93562.91666666667,122221.23804166667,104447.06709166667,1428.0,1067.0,0.0,355.0,1379.0,47.0
1133,2006,1667.0625,1966.3002187499999,494478.0625,583236.87471875,580.1875,684.33115625,95589.5625,112747.88896875,88267.88249999999,3058.0,2154.0,0.0,912.0,2958.0,103.0
1133,2011,1625.4444444444443,1735.9746666666667,652029.6111111111,696367.6246666667,508.3888888888889,542.9593333333333,114835.44444444444,122644.25466666666,109471.068,3144.0,2231.0,0.0,923.0,3064.0,60.0
1133,2016,1911.3157894736842,1911.3157894736842,1170702.894736842,1170702.894736842,1171.421052631579,1171.421052631579,119645.68421052632,119645.68421052632,91653.0,3113.0,2199.0,0.0,909.0,2934.0,183.0
1133,2086,555.0,1083.0825,102298.71428571429,199635.94092857145,587.0,1145.5305,37522.857142857145,73225.85571428572,73167.5895,431.0,220.0,1.0,207.0,279.0,149.0
1133,2091,1568.25,2430.630675,546471.25,846975.790375,1432.25,2219.844275,0.0,0.0,0.0,12.0,10.0,0.0,0.0,4.0,6.0
1133,2096,969.75,1401.8706,243398.5,351856.8716,715.0,1033.604,43332.0,62640.739199999996,77260.092,11.0,11.0,0.0,4.0,7.0,4.0
1134,2001,1332.7777777777778,1741.0076111111111,284578.8888888889,371745.40255555557,1295.888888888889,1692.8196555555555,78020.55555555556,101918.25172222224,93632.10053333333,963.0,687.0,0.0,276.0,932.0,31.0
1134,2006,1599.75,1886.905125,430672.5,507978.21375,1186.5,1399.47675,83460.08333333333,98441.16829166666,91448.994,765.0,496.0,0.0,270.0,742.0,24.0
1134,2011,1635.3076923076924,1746.5086153846155,556409.0,594244.812,572.5384615384615,611.471076923077,113987.53846153847,121738.69107692309,109470.0,936.0,569.0,0.0,365.0,916.0,18.0
1134,2016,1738.0,1738.0,962307.3846153846,962307.3846153846,1763.0,1763.0,104826.27272727272,104826.27272727272,94353.0,951.0,580.0,0.0,373.0,896.0,58.0
1134,2086,625.0,1219.6875,97785.9,190829.18385,629.0,1227.4935,41388.8,80770.24320000001,78559.584,33.0,14.0,0.0,18.0,29.0,4.0
1134,2091,1031.25,1598.3343750000001,502378.375,778636.2434125,736.125,1140.9201375,72448.125,112287.3489375,105077.02040000001,9.0,8.0,0.0,0.0,3.0,4.0
1134,2096,957.5,1384.162,382015.625,552241.7875,587.5,849.29,68064.375,98393.8605,76887.1272,6.0,6.0,0.0,3.0,4.0,3.0
1135,2001,1475.7272727272727,1927.7425363636364,351744.2727272727,459483.54346363636,642.1818181818181,838.882109090909,94239.36363636363,123104.88071818181,105773.48609090908,35.0,29.0,0.0,3.0,18.0,16.0
1135,2006,1621.7272727272727,1912.827318181818,528041.2727272727,622824.6811818181,601.5454545454545,709.5228636363636,101040.63636363637,119177.43059090909,106925.2135,29.0,25.0,0.0,6.0,22.0,8.0
1135,2011,1668.3846153846155,1781.8347692307693,602734.7692307692,643720.7335384616,296.0769230769231,316.2101538461539,127898.0,136595.064,126309.156,24.0,20.0,0.0,3.0,16.0,0.0
1135,2016,1843.923076923077,1843.923076923077,1095797.6923076923,1095797.6923076923,1120.6923076923076,1120.6923076923076,126856.7,126856.7,104425.0,23.0,18.0,0.0,5.0,10.0,9.0
1135,2086,644.0,1256.766,124407.2,242780.6508,622.0,1213.833,43888.8,85648.99320000001,79275.7845,49.0,39.0,0.0,7.0,37.0,9.0
1135,2091,1046.4,1621.8153600000003,508424.8,788007.59752,676.0,1047.7324,92733.6,143727.80664000002,147108.7585,56.0,54.0,0.0,1.0,48.0,9.0
1135,2096,1225.6,1771.7273599999999,488980.0,706869.488,752.0,1087.0912,87122.4,125944.14143999999,81536.1768,70.0,66.0,0.0,0.0,56.0,13.0
1136,2001,1831.6666666666667,2392.706166666667,487038.0,636217.7394,418.6666666666667,546.9042666666667,103737.33333333333,135512.07853333332,119704.10680000001,84.0,86.0,0.0,0.0,79.0,5.0
1136,2006,1796.6666666666667,2119.1683333333335,763846.3333333334,900956.7501666667,830.0,978.985,126357.33333333333,149038.47466666665,130805.3705,93.0,95.0,0.0,0.0,93.0,5.0
1136,2011,1899.5,2028.6660000000002,904947.5,966483.93,0.0,0.0,190386.5,203332.782,178155.21600000001,100.0,100.0,0.0,0.0,96.0,0.0
1136,2016,2346.0,2346.0,1581818.0,1581818.0,985.3333333333334,985.3333333333334,166420.5,166420.5,114842.0,98.0,98.0,0.0,0.0,86.0,12.0
1136,2086,722.0,1408.983,261408.0,510137.712,618.0,1206.027,61905.0,120807.6075,83818.8765,41.0,38.0,0.0,3.0,32.0,8.0
1136,2091,1308.0,2027.2692000000002,635531.0,985009.4969,845.0,1309.6655,115917.0,179659.75830000002,147108.7585,30.0,28.0,0.0,1.0,25.0,4.0
1136,2096,1532.0,2214.6592,611225.0,883586.86,940.0,1358.864,108903.0,157430.1768,106419.2896,37.0,35.0,0.0,0.0,30.0,7.0
1137,2001,1634.0,2134.4942,431885.8,564172.42054,502.4,656.28512,94607.4,123585.64662,108504.41312,91.0,94.0,0.0,0.0,86.0,5.0
1137,2006,1653.0,1949.7135,679836.0,801866.562,996.0,1174.782,113492.2,133864.04989999998,116038.0305,103.0,104.0,0.0,0.0,103.0,5.0
1137,2011,1922.5,2053.23,796408.6666666666,850564.456,206.83333333333334,220.89800000000002,166599.5,177928.266,157427.472,109.0,109.0,0.0,0.0,104.0,0.0
1137,2016,2439.125,2439.125,1617454.0,1617454.0,959.0,959.0,163024.0,163024.0,115043.0,107.0,107.0,0.0,0.0,94.0,13.0
1137,2086,722.0,1408.983,231499.75,451771.762125,618.0,1206.027,58319.0,113809.5285,83818.8765,47.0,43.0,0.0,4.0,36.0,10.0
1137,2091,1278.5,1981.54715,585286.25,907135.1588750001,941.0,1458.4559000000002,103010.5,159655.97395,129752.9783,32.0,31.0,0.0,1.0,27.0,5.0
1137,2096,1429.25,2066.1238,549121.25,793809.679,919.5,1329.2292,100535.0,145333.396,106419.2896,40.0,38.0,0.0,0.0,32.0,8.0
1138,2001,1372.7142857142858,1793.1766714285716,363433.5,474753.18105,652.5714285714286,852.4540571428571,81359.0,106279.2617,91389.86768571429,213.0,153.0,0.0,60.0,182.0,29.0
1138,2006,1543.2857142857142,1820.3055,599759.8571428572,707416.7515,976.2857142857143,1151.529,99700.28571428571,117596.487,97456.1875,671.0,485.0,0.0,189.0,651.0,21.0
1138,2011,1838.85,1963.8918,651744.05,696062.6454,658.3,703.0644,138772.3,148208.81639999998,135924.36000000002,225.0,154.0,0.0,71.0,216.0,3.0
1138,2016,2046.9545454545455,2046.9545454545455,1170668.8636363635,1170668.8636363635,1621.409090909091,1621.409090909091,130482.75,130482.75,97545.0,539.0,207.0,0.0,337.0,483.0,72.0
1138,2086,722.0,1408.983,168360.11111111112,328554.75683333335,618.0,1206.027,50748.555555555555,99035.80616666666,83818.8765,121.0,107.0,0.0,14.0,89.0,32.0
1138,2091,1216.2222222222222,1885.0228222222222,479214.0,742733.7786000001,1143.6666666666667,1772.568966666667,75763.44444444444,117425.76254444444,93111.7924,57.0,55.0,0.0,2.0,41.0,16.0
1138,2096,1212.3333333333333,1752.5490666666665,418013.3333333333,604280.0746666667,876.2222222222222,1266.6668444444445,82869.22222222222,119795.74764444443,99030.828,65.0,59.0,0.0,8.0,50.0,15.0
1139,2001,1277.7857142857142,1669.1714785714285,347189.71428571426,453533.9237714285,538.3571428571429,703.2559357142858,100098.85714285714,130759.13708571429,90744.55548571429,34.0,28.0,0.0,2.0,16.0,17.0
1139,2006,1523.4,1796.8503,596736.5333333333,703850.7410666667,1028.7333333333333,1213.3909666666666,138385.06666666668,163225.18613333334,96373.4065,29.0,25.0,0.0,5.0,22.0,9.0
1139,2011,1860.95,1987.4946000000002,675998.7,721966.6116,497.15,530.9562,151322.8,161612.7504,134451.58800000002,31.0,26.0,0.0,6.0,22.0,0.0
1139,2016,2044.85,2044.85,1195398.8,1195398.8,1576.75,1576.75,150016.46666666667,150016.46666666667,103205.0,32.0,25.0,0.0,7.0,18.0,10.0
1139,2086,802.0,1565.103,159727.0,311707.2405,542.0,1057.713,48383.555555555555,94420.50866666666,81039.9405,157.0,143.0,2.0,12.0,119.0,38.0
1139,2091,1190.0,1844.381,434552.0,673512.1448,1229.0,1904.8271,64291.0,99644.62090000001,77684.08780000001,56.0,54.0,0.0,2.0,40.0,15.0
1139,2096,1121.0,1620.5176,362810.0,524478.1359999999,858.0,1240.3248,75431.0,109043.0536,101001.1808,63.0,57.0,0.0,8.0,49.0,14.0
1140,2001,1237.4,1616.4156200000002,433356.0,566092.9428,677.0,884.3651,99745.6,130297.67728,88262.7721,22.0,18.0,0.0,2.0,10.0,11.0
1140,2006,1198.2,1413.2769,687990.6,811484.9127,575.2,678.4484000000001,110970.2,130889.35089999999,87129.665,18.0,15.0,0.0,3.0,13.0,5.0
1140,2011,1788.6,1910.2248,721167.6,770206.9968,0.0,0.0,189172.6,202036.33680000002,179403.708,15.0,13.0,0.0,2.0,10.0,0.0
1140,2016,1845.6666666666667,1845.6666666666667,1300004.0,1300004.0,1146.3333333333333,1146.3333333333333,219542.0,219542.0,111701.0,15.0,12.0,0.0,3.0,7.0,6.0
1140,2086,769.0,1500.7035,230250.0,449332.875,547.0,1067.4705,64784.0,126425.976,82722.1335,41.0,39.0,0.0,2.0,33.0,8.0
1140,2091,1306.6666666666667,2025.2026666666668,525493.6666666666,814462.6339666666,846.6666666666666,1312.2486666666666,98653.0,152902.28470000002,113843.25480000001,36.0,35.0,0.0,1.0,26.0,9.0
1140,2096,1311.3333333333333,1895.6634666666666,478621.0,691894.5176,795.6666666666666,1150.2157333333332,133006.0,192273.4736,100636.8896,41.0,38.0,0.0,5.0,32.0,9.0
1141,2001,1266.3333333333333,1654.2112333333332,364672.1666666667,476371.2513166667,771.0,1007.1573,82113.66666666667,107265.08276666667,91947.19125,18.0,14.0,0.0,1.0,8.0,9.0
1141,2006,1423.6666666666667,1679.2148333333334,596076.0,703071.642,1149.8333333333333,1356.2284166666666,101678.83333333333,119930.18391666666,92107.155,14.0,13.0,0.0,3.0,11.0,4.0
1141,2011,1857.0,1983.276,625100.6666666666,667607.512,0.0,0.0,158406.33333333334,169177.964,157309.992,13.0,11.0,0.0,2.0,8.0,0.0
1141,2016,1769.3333333333333,1769.3333333333333,1075965.3333333333,1075965.3333333333,1252.6666666666667,1252.6666666666667,111492.0,111492.0,100992.0,12.0,10.0,0.0,2.0,6.0,5.0
1141,2086,719.0,1403.1285,191286.83333333334,373296.25525000005,606.0,1182.609,54245.333333333336,105859.76800000001,84273.576,39.0,36.0,0.0,3.0,30.0,8.0
1141,2091,1246.6666666666667,1932.2086666666669,499444.0,774088.2556,1020.6666666666666,1581.9312666666667,84139.0,130407.0361,103654.21220000001,29.0,29.0,0.0,1.0,21.0,8.0
1141,2096,1277.3333333333333,1846.5130666666666,451763.3333333333,653069.0746666667,898.3333333333334,1298.6306666666667,90925.5,131441.9028,105463.748,34.0,31.0,0.0,4.0,26.0,7.0
1142,2001,1256.3636363636363,1641.187818181818,435298.8181818182,568630.846190909,864.9090909090909,1129.8307454545454,90567.54545454546,118308.38462727272,99986.57709090908,19.0,15.0,0.0,1.0,9.0,9.0
1142,2006,1427.5454545454545,1683.7898636363636,685523.4545454546,808574.9146363636,610.3636363636364,719.9239090909091,106784.45454545454,125952.26413636364,90446.419,15.0,13.0,0.0,3.0,11.0,5.0
1142,2011,1799.909090909091,1922.3029090909092,687754.6363636364,734521.9516363636,363.45454545454544,388.1694545454545,166540.9090909091,177865.69090909092,155650.32,15.0,11.0,0.0,2.0,10.0,0.0
1142,2016,1993.5,1993.5,1535883.25,1535883.25,749.25,749.25,200970.0,200970.0,112320.0,13.0,11.0,0.0,3.0,6.0,5.0
1142,2086,729.0,1422.6435,246929.6,481883.1144,627.0,1223.5905,63782.6,124471.7439,84525.3195,45.0,42.0,0.0,3.0,34.0,9.0
1142,2091,1300.4,2015.48996,592465.9,918262.89841,880.8,1365.15192,104751.8,162354.81482,126203.70730000001,33.0,31.0,0.0,1.0,28.0,5.0
1142,2096,1464.9,2117.65944,544321.3,786870.8712800001,916.6,1325.0369600000001,106363.2,153758.64192,102595.6776,41.0,39.0,0.0,0.0,33.0,7.0
1143,2001,1339.5,1749.78885,360330.5,470699.73215,964.1666666666666,1259.4909166666666,86309.5,112746.09985,95445.24493333334,17.0,14.0,0.0,1.0,8.0,8.0
1143,2006,1434.0,1691.403,532984.8,628655.5716,868.0,1023.806,87728.0,103475.17599999999,83565.216,14.0,12.0,0.0,2.0,11.0,4.0
1143,2011,1780.0,1901.0400000000002,613945.2,655693.4736,913.0,975.0840000000001,142802.4,152512.9632,140993.08800000002,14.0,12.0,0.0,3.0,10.0,0.0
1143,2016,1745.0,1745.0,1082567.0,1082567.0,1399.4,1399.4,118451.0,118451.0,103697.0,13.0,10.0,0.0,3.0,7.0,4.0
1143,2086,700.0,1366.05,189214.85714285713,369252.7937142857,654.0,1276.281,54111.142857142855,105597.89528571429,81849.813,25.0,24.0,0.0,2.0,19.0,6.0
1143,2091,1188.5714285714287,1842.1668571428575,602360.7142857143,933598.8710714286,865.5714285714286,1341.5491571428572,84448.42857142857,130886.61944285713,100118.8903,28.0,27.0,0.0,1.0,24.0,4.0
1143,2096,1141.4285714285713,1650.0491428571427,436936.14285714284,631634.8881142857,650.8571428571429,940.8790857142858,81069.57142857143,117194.17245714286,89781.8792,34.0,33.0,0.0,0.0,28.0,6.0
1144,2001,1679.4444444444443,2193.858277777778,369522.22222222225,482706.8788888889,770.3333333333334,1006.2864333333334,91183.0,119112.3529,101765.70491111111,1167.0,833.0,0.0,334.0,1129.0,37.0
1144,2006,1807.4545454545455,2131.8926363636365,567970.7272727273,669921.4728181819,808.4545454545455,953.5721363636364,105933.0,124947.9735,94144.15149999999,890.0,573.0,0.0,317.0,862.0,28.0
1144,2011,1810.909090909091,1934.0509090909093,641771.3636363636,685411.8163636364,946.6363636363636,1011.0076363636364,125768.81818181818,134321.09781818182,116230.44,1101.0,661.0,0.0,437.0,1078.0,22.0
1144,2016,2149.769230769231,2149.769230769231,1289601.076923077,1289601.076923077,1376.923076923077,1376.923076923077,141315.0,141315.0,111350.0,1121.0,677.0,0.0,446.0,1055.0,68.0
1144,2086,666.0,1299.699,225245.0,439565.6175,667.0,1301.6505,77943.0,152105.7645,79677.7935,9.0,9.0,0.0,0.0,6.0,5.0
1144,2091,1377.75,2135.374725,628155.0833333334,973577.5636583334,983.9166666666666,1524.9724416666666,69543.91666666667,107786.11644166667,80027.5366,11.0,10.0,0.0,0.0,5.0,5.0
1144,2096,1272.5,1839.526,442715.5833333333,639989.6472666666,909.6666666666666,1315.0141333333333,78524.08333333333,113514.41486666666,91515.1536,11.0,10.0,0.0,3.0,7.0,3.0
1145,2001,1805.5,2358.52465,440170.5,574994.72415,857.1666666666666,1119.7168166666665,97791.83333333333,127745.47188333333,104386.65071666667,253.0,257.0,0.0,0.0,250.0,7.0
1145,2006,1912.0,2255.204,651154.75,768037.027625,354.25,417.837875,114802.25,135409.253875,103297.0715,206.0,201.0,0.0,4.0,206.0,0.0
1145,2011,1862.5,1989.15,809492.875,864538.3905000001,694.125,741.3255,121252.625,129497.80350000001,112084.464,198.0,194.0,0.0,4.0,198.0,0.0
1145,2016,2451.875,2451.875,1663846.625,1663846.625,685.5,685.5,150296.75,150296.75,114971.0,197.0,191.0,1.0,4.0,183.0,16.0
1145,2086,609.0,1188.4635,265937.0,518976.0555,620.0,1209.93,73730.0,143884.095,76057.761,36.0,36.0,0.0,0.0,29.0,7.0
1145,2091,2005.0,3107.5495,722123.3333333334,1119218.9543333335,1328.6666666666667,2059.300466666667,40564.666666666664,62871.17686666667,43249.959500000004,53.0,49.0,0.0,0.0,44.0,6.0
1145,2096,1861.0,2690.2616,547198.3333333334,791029.9106666667,1830.6666666666667,2646.4117333333334,84804.33333333333,122593.14426666666,98818.3248,220.0,220.0,0.0,0.0,206.0,13.0
1146,2001,1422.0,1857.5586,397803.0,519650.0589,952.7142857142857,1244.5306714285714,106058.71428571429,138544.49847142858,106309.67982857142,117.0,111.0,0.0,6.0,105.0,12.0
1146,2006,1584.5714285714287,1869.0020000000002,504993.4285714286,595639.749,920.1428571428571,1085.3084999999999,88966.85714285714,104936.408,73415.6185,358.0,126.0,226.0,9.0,325.0,30.0
1146,2011,1508.3333333333333,1610.9,537885.3333333334,574461.5360000001,907.0,968.676,99157.16666666667,105899.854,82459.212,369.0,114.0,252.0,6.0,321.0,60.0
1146,2016,1867.75,1867.75,921313.5,921313.5,1162.0,1162.0,102086.25,102086.25,74490.0,475.0,113.0,360.0,9.0,339.0,148.0
1146,2086,939.0,1832.4585,292015.6666666667,569868.5735,747.0,1457.7705,80149.33333333333,156411.424,32769.588,116.0,115.0,0.0,2.0,106.0,12.0
1146,2091,1542.3333333333333,2390.462433333333,506674.3333333333,785294.5492333333,1486.0,2303.1514,80459.5,124704.17905,103804.5525,217.0,219.0,0.0,0.0,208.0,9.0
1146,2096,1440.3333333333333,2082.1458666666667,440968.5,637464.0636,1592.5,2302.118,91322.66666666667,132016.04693333333,109489.744,225.0,227.0,0.0,0.0,207.0,18.0
1147,2001,1326.0,1732.1538,424075.78571428574,553970.1988785715,624.25,815.457775,125656.28571428571,164144.80602857142,118779.05978571429,1091.0,872.0,89.0,123.0,786.0,309.0
1147,2006,1423.0714285714287,1678.51275,609543.9285714285,718957.06375,382.82142857142856,451.537875,125854.57142857143,148445.467,108531.6925,1097.0,727.0,89.0,270.0,818.0,274.0
1147,2011,1664.0,1777.152,765709.4583333334,817777.7015000001,554.0416666666666,591.7165,131857.08333333334,140823.36500000002,109560.78000000001,1140.0,780.0,94.0,288.0,739.0,403.0
1147,2016,2062.782608695652,2062.782608695652,1375982.652173913,1375982.652173913,555.9130434782609,555.9130434782609,159884.60869565216,159884.60869565216,101535.0,1960.0,738.0,937.0,270.0,1074.0,884.0
1147,2086,715.0,1395.3225,106587.42857142857,208005.36685714286,1118.0,2181.777,46325.71428571428,90404.63142857142,71479.542,1254.0,917.0,186.0,151.0,922.0,341.0
1147,2091,1006.6153846153846,1560.1531846153848,452171.23076923075,700820.1905692308,824.5384615384615,1277.9521615384615,91764.92307692308,142226.4542769231,120018.0564,1035.0,791.0,91.0,149.0,764.0,272.0
1147,2096,1197.0,1730.3832,385030.0,556599.368,699.6153846153846,1011.364,92895.84615384616,134290.2352,102099.8368,1058.0,790.0,97.0,162.0,745.0,308.0
1148,2001,1224.1176470588234,1599.0648823529411,367726.35294117645,480360.9348470588,558.8823529411765,730.0680176470588,101165.05882352941,132151.91634117646,107868.10670588235,2423.0,826.0,1263.0,345.0,1342.0,1086.0
1148,2006,1457.5,1719.12125,506133.1875,596984.09465625,855.625,1009.2096875,111560.5625,131585.68346875,92098.8985,2375.0,730.0,1238.0,389.0,1293.0,1062.0
1148,2011,1511.625,1614.4155,659644.0625,704499.85875,833.3125,889.97775,125924.5625,134487.43275,94960.152,2330.0,775.0,1231.0,327.0,1327.0,959.0
1148,2016,1838.75,1838.75,1000628.375,1000628.375,916.25,916.25,144516.75,144516.75,95116.0,2616.0,751.0,1469.0,418.0,1423.0,1203.0
1148,2086,694.0,1354.3410000000001,153068.0,298712.202,734.0,1432.401,53201.21428571428,103822.16967857143,92784.0675,1901.0,731.0,727.0,435.0,1148.0,753.0
1148,2091,835.0769230769231,1294.2857230769232,316624.6923076923,490736.61060769233,874.0,1354.6126000000002,70631.15384615384,109471.22534615385,89151.7979,2390.0,837.0,998.0,540.0,1261.0,1143.0
1148,2096,888.25,1284.0542,247297.16666666666,357492.7841333333,836.0833333333334,1208.6420666666668,74540.5,107755.7468,95434.1752,2411.0,798.0,1012.0,599.0,1279.0,1125.0
1149,2001,1212.357142857143,1583.7021357142858,332130.5,433862.07215,506.42857142857144,661.5476428571429,93747.5,122462.35925000001,106770.99034285714,1229.0,535.0,546.0,161.0,1082.0,133.0
1149,2006,1478.5,1743.89075,475177.6666666667,560472.0578333334,776.5,915.88175,111764.41666666667,131826.12945833334,93263.065,1353.0,511.0,680.0,172.0,1052.0,303.0
1149,2011,1532.3076923076924,1636.5046153846156,629017.0769230769,671790.2381538461,604.7692307692307,645.8935384615385,124818.83333333333,133306.514,96982.944,1233.0,516.0,548.0,169.0,1095.0,130.0
1149,2016,1648.8461538461538,1648.8461538461538,887816.9230769231,887816.9230769231,782.3076923076923,782.3076923076923,124807.38461538461,124807.38461538461,90323.0,1228.0,502.0,550.0,162.0,1054.0,156.0
1149,2086,675.0,1317.2625,163437.85714285713,318948.9782142857,818.0,1596.327,61406.5,119834.78475,70638.4455,1086.0,454.0,380.0,250.0,858.0,223.0
1149,2091,802.7894736842105,1244.243405263158,243087.8947368421,376761.9280526316,968.2105263157895,1500.6294947368422,47574.94736842105,73736.41092631579,69209.2346,1347.0,485.0,652.0,212.0,1111.0,237.0
1149,2096,831.625,1202.1971,212007.25,306477.6806,846.75,1224.0618,59178.625,85548.6203,94695.4736,1366.0,528.0,658.0,178.0,1145.0,210.0
1150,2001,1174.2,1533.8574600000002,343920.86666666664,449263.82812666666,753.2666666666667,983.9922466666667,97453.6,127303.63768000001,101858.56832666667,1592.0,813.0,512.0,257.0,1147.0,437.0
1150,2006,1426.0,1681.967,440359.5882352941,519404.1343235294,676.5882352941177,798.0358235294118,102230.5294117647,120580.90944117647,95540.6795,1549.0,767.0,595.0,218.0,1148.0,413.0
