TAZ_O,year,Avg_own_payt,Avg_own_paytinf,Avg_val_dwel,Avg_val_dwelinf,Avg_rent,Avg_rentinf,Avg_HHinc,Avg_HHincinf,Med_HHincinf,Dwel,Sgl_det,Apt_5plus,Sgl_att,Owned,Rented
179,2016,1492.4375,1492.4375,801918.3125,801918.3125,1111.3125,1111.3125,103570.75,103570.75,75834.0,1589.0,130.0,100.0,1360.0,785.0,755.0
179,2086,567.0,1106.5005,589.0,1149.4335,509.0,993.3135,180.0,351.27,58687.4595,1295.0,171.0,270.0,857.0,576.0,712.0
179,2091,617.25,956.675775,203940.75,316087.768425,607.4166666666666,941.4350916666666,38826.583333333336,60177.32150833334,61408.5879,1435.0,195.0,123.0,1126.0,655.0,795.0
179,2096,670.2307692307693,968.8856000000001,156196.76923076922,225798.04959999997,670.4615384615385,969.2192,40873.61538461538,59086.8984,54973.2768,1609.0,179.0,319.0,1104.0,661.0,947.0
180,2001,998.5833333333334,1304.4494083333334,244076.5,318837.13195,832.1666666666666,1087.0593166666665,55870.833333333336,72984.06958333333,61616.21155,1275.0,235.0,0.0,1027.0,650.0,639.0
180,2006,1067.6666666666667,1259.3128333333334,335781.5,396054.27925,929.6666666666666,1096.5418333333332,58726.75,69268.201625,57149.134,1266.0,177.0,0.0,1103.0,775.0,501.0
180,2011,1276.25,1363.035,502445.55,536611.8474,957.45,1022.5566000000001,76337.05,81527.9694,64934.4,1315.0,190.0,0.0,1125.0,740.0,585.0
180,2016,1567.25,1567.25,817200.05,817200.05,1350.25,1350.25,88325.78947368421,88325.78947368421,69323.0,1320.0,185.0,0.0,1135.0,700.0,655.0
180,2086,465.0,907.4475,592.1428571428571,1155.5667857142857,452.0,882.078,220.35714285714286,430.0269642857143,56415.9135,1188.0,203.0,13.0,967.0,727.0,463.0
180,2091,725.5384615384615,1124.5120615384617,238000.38461538462,368876.79611538467,758.6153846153846,1175.7779846153846,44482.07692307692,68942.77102307693,63003.435000000005,1163.0,346.0,4.0,812.0,660.0,510.0
180,2096,804.0833333333334,1162.3828666666668,207521.16666666666,299992.59853333334,736.75,1065.0458,45513.25,65793.9542,51502.3912,1238.0,301.0,1.0,922.0,728.0,504.0
181,2001,909.0526315789474,1187.495452631579,244527.68421052632,319426.51388421055,808.8947368421053,1056.6591947368422,54774.10526315789,71551.41370526316,60736.7622631579,1920.0,550.0,10.0,1357.0,1066.0,881.0
181,2006,1131.157894736842,1334.2007368421052,362448.36842105264,427507.8505526316,842.0526315789474,993.2010789473685,59765.47368421053,70493.37621052632,57990.1175,1969.0,373.0,5.0,1611.0,1185.0,784.0
181,2011,1302.88,1391.4758400000003,560084.24,598169.96832,986.92,1054.03056,82159.44,87746.28192000001,71178.996,1976.0,390.0,5.0,1580.0,1195.0,785.0
181,2016,1574.2,1574.2,844815.08,844815.08,1340.6,1340.6,91201.64,91201.64,70091.0,2056.0,385.0,10.0,1655.0,1080.0,930.0
181,2086,469.0,915.2535,13083.388888888889,25532.233416666666,497.0,969.8955,4585.611111111111,8948.820083333334,58170.312,1859.0,487.0,18.0,1367.0,1137.0,732.0
181,2091,657.8947368421053,1019.6710526315791,240007.63157894736,371987.8281842105,657.2631578947369,1018.6921684210528,41386.57894736842,64145.05871052632,60658.4363,1722.0,538.0,5.0,1185.0,1015.0,712.0
181,2096,800.9285714285714,1157.822342857143,190937.14285714287,276018.7337142857,658.4285714285714,951.8243428571428,41213.5,59578.2356,55748.1184,1888.0,510.0,9.0,1370.0,994.0,890.0
182,2001,1003.9375,1311.44355625,309247.625,403970.1725375,965.6875,1261.47758125,71663.75,93614.356625,74274.50348125,2096.0,415.0,5.0,1686.0,1125.0,966.0
182,2006,1253.5625,1478.5769687499999,445010.25,524889.589875,977.75,1153.2561249999999,74030.25,87318.679875,68021.765,2111.0,244.0,0.0,1857.0,1211.0,906.0
182,2011,1580.9,1688.4012000000002,691968.7,739022.5716,1186.6,1267.2888,99583.4,106355.0712,74321.05200000001,2094.0,215.0,5.0,1874.0,1270.0,1020.0
182,2016,1838.55,1838.55,1020248.7,1020248.7,1456.2,1456.2,111549.9,111549.9,80803.0,2295.0,239.0,80.0,1976.0,1237.0,1034.0
182,2086,677.0,1321.1655,114889.83333333333,224207.50975,556.0,1085.034,30890.5,60282.81075,56132.946,1829.0,237.0,8.0,1595.0,1044.0,797.0
182,2091,802.6,1243.94974,252969.66666666666,392077.6863666667,683.5333333333333,1059.4083133333334,43535.933333333334,67476.34307333334,67378.8027,2052.0,232.0,1.0,1811.0,1029.0,1021.0
182,2096,861.6153846153846,1245.5512,217581.92307692306,314536.42799999996,720.2307692307693,1041.1656,46141.846153846156,66702.6528,57185.0448,2069.0,267.0,12.0,1814.0,1018.0,1050.0
183,2001,930.6,1215.6427800000001,248640.25,324798.758575,768.55,1003.956865,67770.25,88528.277575,61569.25006500001,1693.0,448.0,313.0,943.0,787.0,903.0
183,2006,1199.7,1415.0461500000001,416559.1,491331.45845,902.05,1063.967975,74084.2,87382.3139,60666.403,1648.0,379.0,295.0,997.0,767.0,877.0
183,2011,1501.72,1603.83696,657078.08,701759.3894399999,1085.24,1159.0363200000002,100949.32,107813.87376000002,78548.19600000001,1536.0,378.0,304.0,867.0,773.0,925.0
183,2016,1830.2,1830.2,1016049.72,1016049.72,1299.52,1299.52,126893.32,126893.32,81664.0,1996.0,368.0,603.0,1028.0,1004.0,1038.0
183,2086,699.0,1364.0985,16353.333333333334,31913.530000000002,642.0,1252.863,4556.666666666667,8892.335000000001,61409.802,1627.0,424.0,184.0,1019.0,847.0,786.0
183,2091,961.4545454545455,1490.1584,344387.36363636365,533765.9749,805.0909090909091,1247.8104,58826.72727272727,91175.54460000001,73643.4985,1450.0,425.0,158.0,852.0,704.0,739.0
183,2096,1016.3636363636364,1469.2552727272728,295850.63636363635,427681.6799272727,686.8181818181819,992.8643636363637,62091.72727272727,89759.80094545454,60937.8224,1510.0,464.0,236.0,788.0,719.0,790.0
184,2001,1457.0,1903.2791,623932.2307692308,815042.6730538461,848.2307692307693,1108.043853846154,142431.03846153847,186057.66554230772,111902.12956538462,2491.0,898.0,956.0,680.0,1360.0,1132.0
184,2006,1627.9565217391305,1920.1747173913045,930408.1739130435,1097416.4411304349,971.2608695652174,1145.6021956521738,157683.39130434784,185987.56004347827,96593.973,2418.0,862.0,972.0,579.0,1356.0,1052.0
184,2011,1900.608695652174,2029.8500869565219,1249947.6956521738,1334944.1389565216,1004.6086956521739,1072.9220869565218,227266.1739130435,242720.27373913047,110833.83600000001,2448.0,885.0,959.0,612.0,1410.0,1021.0
184,2016,2413.8695652173915,2413.8695652173915,1893012.5652173914,1893012.5652173914,1197.2173913043478,1197.2173913043478,302640.39130434784,302640.39130434784,142115.0,2423.0,855.0,961.0,617.0,1400.0,1052.0
184,2086,918.0,1791.477,483.25,943.062375,700.0,1366.05,21.25,41.469375,56330.0475,2593.0,883.0,1139.0,579.0,1114.0,1481.0
184,2091,1165.2,1805.9434800000001,658159.2666666667,1020081.0474066668,1079.0666666666666,1672.4454266666667,113726.4,176264.54736,104046.33690000001,2378.0,875.0,884.0,617.0,1180.0,1195.0
184,2096,1485.6153846153845,2147.6056,636716.4615384615,920437.3167999999,891.7692307692307,1289.1416,125637.92307692308,181622.1816,79675.6896,2514.0,838.0,939.0,726.0,1232.0,1277.0
185,2001,1303.3846153846155,1702.611323076923,515146.46153846156,672935.8227076924,998.7692307692307,1304.692246153846,110278.69230769231,144057.05576153848,86816.39654615385,1271.0,405.0,342.0,539.0,575.0,696.0
185,2006,1787.1538461538462,2107.9479615384616,813868.2307692308,959957.5781923076,1112.6153846153845,1312.3298461538461,127693.76923076923,150614.8008076923,80423.028,1644.0,325.0,744.0,599.0,590.0,1050.0
185,2011,1847.6666666666667,1973.3080000000002,1058806.9333333333,1130805.8048,1283.2,1370.4576000000002,184393.2,196931.93760000003,89656.464,1528.0,296.0,647.0,573.0,626.0,905.0
185,2016,2409.3333333333335,2409.3333333333335,1574823.3333333333,1574823.3333333333,1585.7333333333333,1585.7333333333333,260597.06666666668,260597.06666666668,100325.0,1593.0,316.0,672.0,607.0,590.0,959.0
185,2086,839.0,1637.3085,26238.25,51203.944875,849.0,1656.8235,4131.6875,8062.98815625,72424.068,1336.0,318.0,353.0,658.0,513.0,819.0
185,2091,1522.75,2360.110225,532370.0,825120.263,1023.125,1585.7414375,74127.125,114889.6310375,69683.504,1222.0,328.0,366.0,551.0,497.0,726.0
185,2096,1131.142857142857,1635.1801142857141,380269.28571428574,549717.2794285715,1007.0,1455.7192,68475.71428571429,98988.49257142858,71698.8688,1258.0,358.0,368.0,520.0,504.0,740.0
186,2001,1540.923076923077,2012.9078153846153,587521.6923076923,767479.5866615385,1129.7692307692307,1475.817546153846,125991.46153846153,164582.6462076923,103817.5895923077,956.0,133.0,118.0,716.0,508.0,452.0
186,2006,1805.8461538461538,2129.995538461538,848378.1538461539,1000662.0324615384,1154.1538461538462,1361.3244615384615,127092.38461538461,149905.46765384614,78119.4645,909.0,125.0,108.0,674.0,508.0,393.0
186,2011,1954.5833333333333,2087.495,1045736.1666666666,1116846.226,1233.5,1317.3780000000002,211343.16666666666,225714.502,85019.208,1131.0,129.0,316.0,687.0,664.0,473.0
186,2016,2252.1666666666665,2252.1666666666665,1505936.3333333333,1505936.3333333333,1533.6666666666667,1533.6666666666667,281378.0833333333,281378.0833333333,101857.0,1162.0,125.0,325.0,712.0,681.0,496.0
186,2086,919.0,1793.4285,107864.92307692308,210498.39738461538,826.0,1611.939,24713.076923076922,48227.569615384615,72831.9315,800.0,120.0,33.0,648.0,359.0,445.0
186,2091,1555.8,2411.33442,450762.3,698636.48877,1051.8,1630.18482,71540.5,110880.62095,79753.2043,761.0,139.0,26.0,606.0,381.0,377.0
186,2096,1330.8,1923.80448,428253.2,619082.82592,990.1,1431.28856,80929.9,116992.26344,64752.7608,916.0,119.0,115.0,683.0,385.0,527.0
187,2001,1189.8947368421052,1554.359494736842,397491.2105263158,519242.7683105263,1013.0526315789474,1323.350652631579,71576.15789473684,93499.93505789473,69951.4024631579,3686.0,258.0,1388.0,2045.0,831.0,2876.0
187,2006,1688.3684210526317,1991.430552631579,594057.6842105263,700691.0385263157,1109.0526315789473,1308.1275789473684,78358.52631578948,92423.88178947369,65957.64,3612.0,134.0,1369.0,2126.0,848.0,2772.0
187,2011,1646.28,1758.22704,795090.64,849156.8035200001,1228.4,1311.9312000000002,102456.5,109423.542,60741.432,3884.0,135.0,1514.0,2230.0,890.0,3004.0
187,2016,1610.0,1610.0,1116616.5652173914,1116616.5652173914,1513.0434782608695,1513.0434782608695,118597.81818181818,118597.81818181818,72600.0,3700.0,149.0,1394.0,2158.0,889.0,2811.0
187,2086,901.0,1758.3015,168308.75,328454.525625,635.0,1239.2025,31074.333333333332,60641.561499999996,45585.0885,2549.0,216.0,866.0,1451.0,612.0,1938.0
187,2091,826.1785714285714,1280.4941678571429,306938.28571428574,475723.6490285715,800.5,1240.69495,40112.892857142855,62170.97263928571,50518.9905,3591.0,295.0,1436.0,1925.0,762.0,2851.0
187,2096,1099.6315789473683,1589.6274105263155,289962.05263157893,419169.1432842105,769.8947368421053,1112.9598315789474,48450.68421052631,70040.30909473683,51376.624,3706.0,197.0,1429.0,2059.0,712.0,2993.0
188,2001,1105.0,1443.4615000000001,332828.2727272727,434773.57266363635,924.4090909090909,1207.5555954545455,75251.5,98301.03445,61029.44534090909,4538.0,287.0,2701.0,2013.0,1108.0,3454.0
188,2006,1525.1904761904761,1798.9621666666667,641786.1428571428,756986.7555,1055.4285714285713,1244.878,103340.0,121889.53,57254.1095,4934.0,164.0,2823.0,1962.0,1223.0,3707.0
188,2011,1566.76,1673.29968,789970.64,843688.64352,1230.32,1313.98176,125602.86956521739,134143.86469565218,63607.944,5195.0,154.0,2970.0,2086.0,1428.0,3751.0
188,2016,1490.44,1490.44,1121439.52,1121439.52,1533.6,1533.6,165215.5652173913,165215.5652173913,71840.0,5217.0,159.0,3040.0,2018.0,1567.0,3670.0
188,2086,1049.0,2047.1235,152818.74193548388,298225.7748870968,860.0,1678.29,31291.774193548386,61065.89733870968,59095.323000000004,3049.0,205.0,1545.0,1290.0,578.0,2463.0
188,2091,751.439024390244,1164.6553439024392,293232.1951219512,454480.57921951223,918.609756097561,1423.75326097561,45511.92682926829,70538.93539268292,50811.9216,4445.0,206.0,2604.0,1656.0,894.0,3557.0
188,2096,1124.88,1626.1265280000002,321888.28,465321.69756800006,865.56,1251.253536,61672.92,89154.373152,49183.6488,4769.0,267.0,2744.0,1728.0,1004.0,3770.0
189,2001,1537.8,2008.82814,858447.5333333333,1121390.0127933333,1069.8666666666666,1397.5668266666667,171928.26666666666,224589.89474666666,113129.15055333334,2350.0,500.0,1193.0,658.0,781.0,1550.0
189,2006,2048.5333333333333,2416.2450666666664,1308145.2666666666,1542957.3420333331,1270.7333333333333,1498.8299666666667,193306.8,228005.3706,93274.86,2255.0,435.0,1251.0,580.0,792.0,1461.0
189,2011,2057.2105263157896,2197.1008421052634,1266798.5789473683,1352940.8823157893,1491.3157894736842,1592.7252631578947,228724.52631578947,244277.79410526316,101201.54400000001,2324.0,456.0,1328.0,533.0,854.0,1463.0
189,2016,2485.6315789473683,2485.6315789473683,1789925.105263158,1789925.105263158,1635.0,1635.0,435628.7894736842,435628.7894736842,120503.0,2312.0,441.0,1330.0,534.0,894.0,1466.0
189,2086,898.0,1752.4470000000001,12567.058823529413,24524.615294117648,857.0,1672.4355,2398.6470588235293,4680.959735294117,73089.5295,2246.0,406.0,1157.0,691.0,637.0,1618.0
189,2091,1301.5,2017.19485,542598.375,840973.2214125,1304.9375,2022.5226312500001,100282.9375,155428.52483125002,88722.4756,2171.0,444.0,1280.0,442.0,645.0,1521.0
189,2096,1514.25,2188.9998,530275.9375,766566.89525,1060.875,1533.6009,94009.625,135900.3139,81024.4344,2339.0,432.0,1333.0,563.0,677.0,1676.0
190,2001,1458.5,1905.23855,822411.4444444445,1074316.069877778,907.9444444444445,1186.047827777778,250603.11111111112,327362.84404444444,160045.04568333333,1051.0,718.0,77.0,275.0,729.0,332.0
190,2006,1822.0,2149.049,1213771.2222222222,1431643.1566111112,910.5,1073.93475,167599.27777777778,197683.3481388889,100126.5755,998.0,665.0,66.0,252.0,730.0,254.0
190,2011,1934.4,2065.9392000000003,1316213.15,1405715.6442,1143.0,1220.7240000000002,295091.1,315157.2948,144564.48,968.0,652.0,63.0,254.0,694.0,268.0
190,2016,2487.1,2487.1,1980911.0,1980911.0,1080.05,1080.05,503623.05,503623.05,189200.0,974.0,647.0,63.0,254.0,728.0,205.0
190,2086,882.0,1721.223,554.7058823529412,1082.5085294117648,771.0,1504.6065,15.294117647058824,29.846470588235295,61482.0075,1676.0,726.0,307.0,638.0,844.0,838.0
190,2091,1218.25,1888.165675,675034.5833333334,1046236.1007083334,1151.25,1784.322375,122547.41666666667,189936.24109166668,116344.79340000001,1207.0,695.0,88.0,421.0,763.0,456.0
190,2096,1629.9166666666667,2356.2075333333332,633881.75,916339.4578,1032.8333333333333,1493.0638666666666,125112.58333333333,180862.75046666665,97329.3568,1218.0,717.0,83.0,414.0,766.0,452.0
191,2001,1330.8636363636363,1738.507168181818,531475.8636363636,694266.9206681818,1203.090909090909,1571.5976545454544,158271.04545454544,206749.46667727272,108390.89565,4158.0,434.0,2639.0,1084.0,826.0,3335.0
191,2006,1761.25,2077.394375,898552.65,1059842.850675,1211.25,1428.669375,153122.75,180608.283625,90221.1345,4579.0,359.0,2967.0,1257.0,1253.0,3350.0
191,2011,1946.0454545454545,2078.3765454545455,1016989.6363636364,1086144.9316363637,1452.6363636363637,1551.4156363636366,181495.95454545456,193837.6794545455,97393.05600000001,4840.0,337.0,3179.0,1305.0,1465.0,3381.0
191,2016,2329.8636363636365,2329.8636363636365,1516407.7727272727,1516407.7727272727,1469.7727272727273,1469.7727272727273,324818.13636363635,324818.13636363635,116844.0,4827.0,342.0,3166.0,1310.0,1372.0,3467.0
191,2086,908.0,1771.962,391.57894736842104,764.1663157894736,729.0,1422.6435,11.578947368421053,22.596315789473685,65367.444,2475.0,313.0,1258.0,915.0,590.0,1880.0
191,2091,939.8695652173913,1456.7038391304347,356892.82608695654,553148.1911521739,914.1739130434783,1416.878147826087,71757.13043478261,111216.37646086956,80906.3299,4073.0,335.0,2428.0,1289.0,707.0,3361.0
191,2096,955.304347826087,1380.9879652173913,309305.9130434783,447132.6278956522,934.695652173913,1351.1960347826086,71218.0,102952.7408,88336.2792,4179.0,365.0,2532.0,1272.0,704.0,3484.0
192,2001,1602.3333333333333,2093.1280333333334,551302.0555555555,720165.8751722221,1206.5,1576.05095,122155.72222222222,159572.01993888887,101399.21518888889,1811.0,232.0,697.0,899.0,1230.0,568.0
192,2006,1733.4736842105262,2044.6322105263157,777263.2105263158,916781.9568157896,1252.0526315789473,1476.7960789473684,156031.26315789475,184038.87489473686,93491.888,1830.0,195.0,681.0,953.0,1217.0,613.0
192,2011,1872.2631578947369,1999.5770526315791,1089937.1578947369,1164052.884631579,1475.9473684210527,1576.3117894736845,202832.68421052632,216625.30673684212,98363.868,1863.0,180.0,784.0,904.0,1182.0,692.0
192,2016,2195.1052631578946,2195.1052631578946,1482632.7894736843,1482632.7894736843,1764.5263157894738,1764.5263157894738,243272.7894736842,243272.7894736842,106324.0,2113.0,181.0,1044.0,875.0,1345.0,764.0
192,2086,950.0,1853.925,24698.8125,48199.73259375,867.0,1691.9505,7395.625,14432.5621875,87029.094,1955.0,197.0,750.0,1000.0,907.0,1048.0
192,2091,1184.6923076923076,1836.1546076923075,544327.7692307692,843653.6095307693,1107.7692307692307,1716.9315307692307,87114.23076923077,135018.34626923077,88207.9088,1696.0,215.0,674.0,793.0,946.0,738.0
192,2096,1176.4615384615386,1700.6928,388415.92307692306,561494.0584,1081.2307692307693,1563.0272,104833.61538461539,151547.4744,75041.096,1676.0,238.0,586.0,843.0,929.0,752.0
193,2001,1303.7272727272727,1703.0589363636363,461939.7272727273,603431.8657363637,1096.2727272727273,1432.0610636363635,156291.0,204162.9333,106657.37617272728,2006.0,74.0,1197.0,748.0,882.0,1117.0
193,2006,1836.8,2166.5056,762755.3,899669.87635,1294.3,1526.6268499999999,204485.8,241191.0011,79941.792,2104.0,70.0,1315.0,724.0,1071.0,1033.0
193,2011,1881.3333333333333,2009.2640000000001,1042214.3333333334,1113084.908,1329.9166666666667,1420.351,191081.0,204074.508,88858.668,2146.0,80.0,1330.0,731.0,1077.0,1058.0
193,2016,2102.25,2102.25,1419656.1666666667,1419656.1666666667,1654.9166666666667,1654.9166666666667,306678.4166666667,306678.4166666667,99083.0,2330.0,79.0,1555.0,695.0,1135.0,1225.0
193,2086,781.0,1524.1215,131848.46666666667,257302.2827,834.0,1627.551,41934.4,81834.9816,79586.073,1282.0,62.0,596.0,618.0,465.0,811.0
193,2091,817.0,1266.2683,331886.14285714284,514390.3328142857,957.2142857142857,1483.5864214285714,58933.28571428572,91340.69952857144,65856.8009,1468.0,96.0,756.0,618.0,586.0,881.0
193,2096,958.4,1385.4630399999999,255574.5,369458.4972,866.8,1253.0460799999998,71077.4,102749.48943999999,78026.26,1682.0,96.0,974.0,589.0,552.0,1122.0
194,2001,1185.090909090909,1548.0842545454545,371322.45454545453,485058.5223727273,1227.8181818181818,1603.8988909090908,107948.36363636363,141012.9474181818,84949.75779090909,1063.0,30.0,787.0,245.0,572.0,489.0
194,2006,1500.8181818181818,1770.2150454545454,648468.7272727273,764868.8638181818,1293.6363636363637,1525.844090909091,165936.36363636365,195721.94090909092,77685.4085,1867.0,25.0,1618.0,220.0,930.0,932.0
194,2011,1911.3636363636363,2041.3363636363636,957122.6363636364,1022206.9756363637,1306.3636363636363,1395.1963636363637,166643.63636363635,177975.40363636363,79601.244,2005.0,30.0,1730.0,235.0,1064.0,940.0
194,2016,2154.5454545454545,2154.5454545454545,1344330.1818181819,1344330.1818181819,1716.909090909091,1716.909090909091,251629.36363636365,251629.36363636365,87485.0,2345.0,15.0,2105.0,220.0,1193.0,1124.0
194,2086,989.0,1930.0335,132144.31578947368,257879.6322631579,1030.0,2010.045,42727.10526315789,83381.94592105263,70954.5885,845.0,27.0,573.0,242.0,294.0,561.0
194,2091,1156.7272727272727,1792.8116,410916.0909090909,636878.8493,1305.8181818181818,2023.8876,64103.63636363636,99354.226,58871.401600000005,821.0,34.0,582.0,209.0,415.0,396.0
194,2096,1148.0,1659.5488,312016.55555555556,451051.1327111111,1114.0,1610.3984,74516.77777777778,107721.45395555555,66620.476,989.0,34.0,704.0,241.0,432.0,559.0
195,2001,1172.5384615384614,1531.6869923076922,312397.23076923075,408084.50255384616,1154.3076923076924,1507.8721384615385,88918.07692307692,116153.68388461538,70720.06746153846,1090.0,5.0,1000.0,79.0,397.0,682.0
195,2006,1459.0833333333333,1720.9887916666667,443345.8333333333,522926.41041666665,1283.5833333333333,1513.9865416666667,93339.5,110093.94025,66372.824,1615.0,5.0,1193.0,50.0,842.0,770.0
195,2011,1833.7142857142858,1958.4068571428572,868764.7142857143,927840.714857143,1472.357142857143,1572.4774285714286,134771.61538461538,143936.08523076924,77870.016,1702.0,5.0,1617.0,90.0,930.0,771.0
195,2016,1981.0714285714287,1981.0714285714287,954988.5714285715,954988.5714285715,1669.5714285714287,1669.5714285714287,188421.92857142858,188421.92857142858,80190.0,1827.0,5.0,1742.0,90.0,866.0,961.0
195,2086,1026.0,2002.239,20504.6,40014.726899999994,1063.0,2074.4445,13372.2,26095.8483,82542.5955,673.0,8.0,642.0,32.0,188.0,493.0
195,2091,557.9285714285714,864.7334928571429,331651.9285714286,514027.3240928572,927.2857142857143,1437.2001285714286,46024.92857142857,71334.03679285715,47363.394100000005,989.0,6.0,922.0,62.0,271.0,711.0
195,2096,807.5384615384615,1167.3776,230718.53846153847,333526.7192,908.3846153846154,1313.1607999999999,57046.846153846156,82466.9208,65795.0384,964.0,1.0,899.0,69.0,263.0,705.0
196,2001,1472.8333333333333,1923.9621833333333,706122.4666666667,922407.7782066667,1034.3333333333333,1351.1496333333332,274430.26666666666,358488.25734666665,165116.23291333334,2265.0,612.0,253.0,1396.0,1426.0,822.0
196,2006,1824.0666666666666,2151.4866333333334,997262.1333333333,1176270.6862666665,1285.0333333333333,1515.6968166666666,191027.23333333334,225316.62171666668,101943.0055,2485.0,568.0,729.0,1168.0,1755.0,723.0
196,2011,1999.0689655172414,2135.0056551724138,1269972.4827586208,1356330.611586207,1522.8620689655172,1626.4166896551724,288867.8965517241,308510.91351724137,138269.688,2451.0,585.0,718.0,1153.0,1765.0,695.0
196,2016,2335.9655172413795,2335.9655172413795,1730749.551724138,1730749.551724138,1520.344827586207,1520.344827586207,500902.0,500902.0,156040.0,2466.0,580.0,713.0,1169.0,1651.0,845.0
196,2086,781.0,1524.1215,20132.375,39288.3298125,849.0,1656.8235,7948.65625,15511.802671875,50668.746,2553.0,560.0,729.0,1266.0,1274.0,1280.0
196,2091,1227.3333333333333,1902.2439333333332,643807.3333333334,997836.9859333334,1304.095238095238,2021.2172095238095,137265.42857142858,212747.68774285718,134425.92680000002,2209.0,558.0,494.0,1153.0,1264.0,960.0
196,2096,1398.15,2021.1656400000002,557307.65,805643.9388400001,1335.15,1930.09284,155920.25,225398.3134,102409.1952,2294.0,590.0,536.0,1155.0,1327.0,958.0
197,2001,1846.590909090909,2412.2017045454545,957580.8636363636,1250887.882168182,863.8181818181819,1128.405690909091,376110.0909090909,491312.6117545454,262477.05595909094,968.0,725.0,0.0,254.0,810.0,149.0
197,2006,2177.4545454545455,2568.3076363636364,1423970.0454545454,1679572.6686136364,1330.8636363636363,1569.753659090909,321165.04545454547,378814.1711136364,156182.313,919.0,689.0,1.0,241.0,733.0,184.0
197,2011,2401.9565217391305,2565.2895652173916,1708938.9130434783,1825146.7591304348,1568.304347826087,1674.949043478261,428322.9130434783,457448.8711304348,206285.268,937.0,695.0,1.0,234.0,731.0,140.0
197,2016,2996.1739130434785,2996.1739130434785,2320939.695652174,2320939.695652174,1211.4347826086957,1211.4347826086957,778783.695652174,778783.695652174,246695.0,921.0,680.0,1.0,234.0,769.0,137.0
197,2086,829.0,1617.7935,528.75,1031.855625,936.0,1826.604,7.708333333333333,15.0428125,42934.9515,995.0,690.0,10.0,311.0,754.0,240.0
197,2091,1272.1666666666667,1971.7311166666668,695412.7777777778,1077820.2642777779,1551.0555555555557,2403.981005555556,171633.11111111112,266014.1589111111,179187.0388,901.0,681.0,15.0,199.0,727.0,172.0
197,2096,1541.2222222222222,2227.9908444444445,647084.1111111111,935424.7910222223,1558.9444444444443,2253.6100888888886,194443.61111111112,281087.68422222225,144132.1024,926.0,691.0,0.0,230.0,747.0,184.0
198,2001,1799.142857142857,2350.2203142857143,722277.0952380953,943510.5695095238,1087.142857142857,1420.1347142857142,273961.04761904763,357875.3165047619,213412.53257619045,1559.0,1092.0,16.0,458.0,1218.0,350.0
198,2006,1999.857142857143,2358.8315000000002,1109454.2857142857,1308601.3299999998,1338.3333333333333,1578.5641666666666,358924.1904761905,423351.08266666665,217897.2915,1516.0,1030.0,3.0,485.0,1191.0,310.0
198,2011,2130.5238095238096,2275.399428571429,1312774.857142857,1402043.5474285714,1581.6666666666667,1689.2200000000003,344458.71428571426,367881.90685714287,197693.208,1538.0,1058.0,4.0,469.0,1241.0,276.0
198,2016,2609.6190476190477,2609.6190476190477,1897017.3333333333,1897017.3333333333,1196.904761904762,1196.904761904762,538826.2380952381,538826.2380952381,236901.0,1504.0,1033.0,4.0,467.0,1256.0,283.0
198,2086,844.0,1647.066,515.75,1006.486125,886.0,1729.029,12.25,23.905875,41305.449,1573.0,969.0,146.0,457.0,1123.0,437.0
198,2091,1341.3846153846155,2079.0120153846156,609327.3846153846,944396.5134153847,1333.0,2066.0167,146620.23076923078,227246.6956692308,169613.3065,1517.0,1049.0,7.0,456.0,1185.0,332.0
198,2096,1507.5833333333333,2179.3624666666665,522223.3333333333,754926.0506666666,1400.0,2023.84,164082.75,237198.0234,134994.4648,1520.0,1069.0,1.0,462.0,1168.0,347.0
199,2001,1425.0526315789473,1861.546252631579,465235.3157894737,607736.8930157896,1115.9473684210527,1457.7620473684212,171725.2105263158,224324.64251052632,123906.33639473685,3277.0,132.0,2601.0,559.0,992.0,2276.0
199,2006,1708.9473684210527,2015.7034210526317,750055.5263157894,884690.4932894736,1159.0526315789473,1367.1025789473683,207693.1052631579,244974.01765789473,124922.0245,3297.0,97.0,2550.0,651.0,957.0,2362.0
199,2011,1749.0,1867.932,929410.6842105263,992610.6107368422,1324.1052631578948,1414.1444210526317,205807.42105263157,219802.32568421052,112368.55200000001,3294.0,105.0,2555.0,619.0,990.0,2283.0
199,2016,2009.0526315789473,2009.0526315789473,1297246.4736842106,1297246.4736842106,1606.2105263157894,1606.2105263157894,261156.31578947368,261156.31578947368,122793.0,3229.0,110.0,2536.0,574.0,968.0,2237.0
199,2086,914.0,1783.671,341.6666666666667,666.7625,773.0,1508.5095000000001,12.083333333333334,23.580625,65264.0145,1286.0,67.0,1009.0,199.0,194.0,1079.0
199,2091,803.4705882352941,1245.2990647058825,384094.9411764706,595308.7493294118,911.7058823529412,1413.0529470588237,63478.35294117647,98385.09922352941,69444.81940000001,2752.0,124.0,2195.0,439.0,633.0,2102.0
199,2096,904.875,1308.0873,285047.5625,412064.75635,933.9375,1350.10005,84533.8125,122202.07935,100359.33439999999,2789.0,174.0,2189.0,422.0,701.0,2090.0
200,2001,1428.3333333333333,1865.8318333333332,426114.6666666667,556633.5890666667,1204.888888888889,1573.9463555555556,144047.11111111112,188168.74124444448,120250.28534444445,458.0,108.0,177.0,163.0,191.0,269.0
