TAZ_O,year,Pop,FT_wrk,Stu,HH,Jobs,Cars
294,2006,4989,1880,2478,2345.0,1603.0,2179
294,2011,7147,2081,5863,2600.0,1993.0,2338
294,2016,6374,2359,2622,2252.0,2847.0,2106
295,1986,317,159,40,99.0,,120
295,1991,1030,516,0,172.0,2559.0,516
295,1996,133,76,0,57.0,4784.0,57
295,2001,361,190,117,137.0,4777.0,234
295,2006,89,36,36,53.0,6001.0,53
295,2011,175,42,57,83.0,7939.0,91
295,2016,29,0,0,19.0,7096.0,10
296,1986,945,414,646,254.0,,460
296,1991,0,0,0,,1640.0,0
296,1996,1045,369,502,414.0,1899.0,436
296,2001,1056,427,566,406.0,2539.0,536
296,2006,968,383,565,363.0,1610.0,403
296,2011,831,337,144,384.0,1334.0,545
296,2016,3058,1610,485,1505.0,1914.0,1436
297,1986,4475,2298,2464,2130.0,,2610
297,1991,2476,825,0,1651.0,869.0,1651
297,1996,5114,1900,820,2546.0,865.0,2783
297,2001,5789,2133,2003,2681.0,1201.0,3024
297,2006,5674,2053,1401,2610.0,1421.0,2966
297,2011,4564,1683,874,1859.0,2025.0,2523
297,2016,6535,2880,1386,2765.0,1728.0,4034
298,1986,4356,1475,3365,1706.0,,2096
298,1991,4215,1688,337,1517.0,1476.0,2192
298,1996,4138,1568,1133,1590.0,1109.0,1982
298,2001,3488,1264,1238,1238.0,2062.0,1825
298,2006,3973,1613,1413,1654.0,1433.0,2220
298,2011,5386,2335,2731,1787.0,1157.0,2942
298,2016,4330,1922,2461,1316.0,960.0,2402
299,1986,5432,1795,2200,2441.0,,2801
299,1991,6809,3300,1445,2476.0,3693.0,3095
299,1996,5143,1822,1802,2290.0,3128.0,2969
299,2001,5294,2067,1203,2388.0,4040.0,3273
299,2006,5277,2009,1114,2344.0,4043.0,3305
299,2011,5639,2046,3085,2209.0,5009.0,3511
299,2016,5571,1964,5228,2224.0,4862.0,2921
300,1986,2176,1183,459,1088.0,,1378
300,1991,2839,1420,6895,1420.0,3067.0,1014
300,1996,3352,1771,1750,1307.0,4558.0,2001
300,2001,3440,1404,925,1441.0,3801.0,2251
300,2006,4204,1547,1208,1640.0,2976.0,2605
300,2011,3856,1557,1158,1735.0,4315.0,2654
300,2016,5365,2101,1664,2296.0,6363.0,3267
301,1986,4860,2179,944,1741.0,,2661
301,1991,4868,1623,1217,1623.0,120.0,2841
301,1996,4954,2045,3329,1982.0,890.0,2657
301,2001,5086,2339,2595,1897.0,934.0,3071
301,2006,5240,1922,3015,1960.0,485.0,2846
301,2011,5613,1962,2572,2016.0,865.0,3258
301,2016,4347,1937,2521,1465.0,1048.0,2559
302,1986,3095,1378,749,1161.0,,2030
302,1991,2637,609,406,811.0,870.0,1624
302,1996,2256,990,84,864.0,1223.0,1641
302,2001,2620,814,958,929.0,1341.0,1723
302,2006,2752,963,397,961.0,1892.0,1903
302,2011,3588,1599,1747,1200.0,2242.0,2497
302,2016,3160,1144,1639,1036.0,1857.0,2224
303,1986,2098,636,621,722.0,,1134
303,1991,2850,543,271,950.0,6668.0,1764
303,1996,2215,704,351,967.0,6368.0,1354
303,2001,2881,930,828,1014.0,6774.0,1710
303,2006,2500,977,350,1031.0,8335.0,1765
303,2011,4185,1950,851,1623.0,10182.0,3155
303,2016,4526,1565,531,1660.0,11706.0,2949
304,1986,1185,409,628,339.0,,773
304,1991,3854,1419,0,811.0,513.0,2433
304,1996,822,399,84,295.0,526.0,546
304,2001,908,377,289,315.0,1227.0,709
304,2006,1302,594,661,508.0,1050.0,992
304,2011,1055,332,22,358.0,948.0,693
304,2016,1335,449,292,421.0,588.0,885
305,1986,6430,2199,3414,2003.0,,3833
305,1991,12372,5275,1622,3854.0,700.0,7710
305,1996,5635,2335,1680,1967.0,490.0,3867
305,2001,6614,2554,1752,2325.0,1335.0,4236
305,2006,5915,2140,1941,2075.0,906.0,3751
305,2011,5843,2372,1622,1891.0,1282.0,3545
305,2016,6267,2660,1953,2197.0,1203.0,4360
306,1986,9447,3810,2647,2943.0,,5542
306,1991,10952,3245,2840,3854.0,944.0,7302
306,1996,8096,2733,1942,2753.0,1280.0,4834
306,2001,7927,3103,2631,2654.0,1869.0,5119
306,2006,7603,2700,2180,2771.0,1457.0,4814
306,2011,7946,2942,4847,2604.0,1292.0,4571
306,2016,8137,2820,6247,2595.0,1029.0,4423
307,1986,6040,3079,2533,2757.0,,3543
307,1991,6358,2741,322,3091.0,11878.0,4470
307,1996,7554,3196,4710,3041.0,12414.0,3621
307,2001,8078,3385,3489,3584.0,11421.0,3836
307,2006,10056,4166,3830,4443.0,11835.0,4996
307,2011,11797,4428,5181,4774.0,14724.0,5618
307,2016,11756,5528,5682,5321.0,14433.0,6008
308,1986,3608,1380,1561,1236.0,,2186
308,1991,5924,1381,395,2172.0,643.0,3160
308,1996,4790,1837,1446,1740.0,564.0,2524
308,2001,4119,1681,1605,1625.0,883.0,2433
308,2006,4169,1507,1915,1573.0,743.0,2093
308,2011,6662,2763,1949,2335.0,1145.0,3663
308,2016,3849,1500,1693,1342.0,583.0,2084
309,1986,5128,2086,1846,2149.0,,2652
309,1991,5131,1757,946,2684.0,3537.0,2597
309,1996,5103,1820,1077,2502.0,3930.0,2739
309,2001,6091,2083,2480,2988.0,5097.0,3079
309,2006,8359,3060,4487,3858.0,4919.0,3581
309,2011,12009,4583,4955,5296.0,6853.0,5488
309,2016,12400,5068,6683,5905.0,6692.0,5612
310,1986,4257,2188,1884,1500.0,,2514
310,1991,4345,1579,0,1580.0,790.0,2171
310,1996,3819,1407,523,1508.0,585.0,1969
310,2001,3756,1375,1377,1430.0,651.0,2005
310,2006,4309,1667,2230,1635.0,915.0,2077
310,2011,4174,1433,1235,1698.0,899.0,1938
310,2016,4818,2105,3956,1635.0,571.0,2085
311,1986,1014,710,345,486.0,,468
311,1991,0,0,0,,1672.0,0
311,1996,1668,603,1206,663.0,4480.0,584
311,2001,1779,813,1182,626.0,4728.0,713
311,2006,1940,732,1854,782.0,4572.0,747
311,2011,2866,1171,1342,1232.0,5725.0,1104
311,2016,5113,2600,6491,2210.0,5523.0,1705
312,1986,3466,1319,1965,1257.0,,1478
312,1991,2962,789,0,1185.0,676.0,1185
312,1996,4255,1621,972,1661.0,374.0,1639
312,2001,2813,1126,1122,1180.0,921.0,1406
312,2006,4156,1536,1903,1651.0,1022.0,1690
312,2011,4791,1863,2258,1887.0,912.0,2103
312,2016,2963,1200,875,1306.0,1014.0,1233
313,1986,5899,2696,2859,2088.0,,3022
313,1991,2370,592,790,1185.0,2071.0,790
313,1996,5409,1947,2288,2127.0,1831.0,2351
313,2001,5160,1964,2421,2050.0,2468.0,2335
313,2006,5219,2160,2120,2065.0,1948.0,2198
313,2011,5820,2247,4139,2014.0,1597.0,2358
313,2016,6996,2506,2844,2433.0,1763.0,2572
314,1986,4216,1964,1666,1520.0,,2270
314,1991,5727,2171,3950,2370.0,566.0,2762
314,1996,3457,1267,864,1407.0,545.0,1811
314,2001,3532,1368,1246,1345.0,599.0,1842
314,2006,3998,1436,2584,1454.0,810.0,1978
314,2011,3954,1335,1737,1386.0,760.0,2150
314,2016,3811,1572,2164,1376.0,886.0,1847
315,1986,2144,970,329,887.0,,1137
315,1991,2745,1647,0,1281.0,893.0,2196
315,1996,2865,1068,1129,1066.0,922.0,1256
315,2001,2307,938,857,989.0,1441.0,1062
315,2006,2550,895,684,1017.0,1244.0,1091
315,2011,2311,720,1535,913.0,846.0,985
315,2016,2523,1452,1891,971.0,774.0,1175
316,1986,4969,1880,2310,1588.0,,2801
316,1991,3843,1281,366,1281.0,1362.0,3294
316,1996,4977,1903,2699,1526.0,795.0,2847
316,2001,4951,1576,2336,1646.0,867.0,2766
316,2006,5009,1911,2353,1700.0,762.0,3037
316,2011,4970,1743,1988,1703.0,738.0,2857
316,2016,4324,1704,1428,1497.0,570.0,2403
317,1986,990,514,124,268.0,,577
317,1991,3186,1502,2232,1243.0,3425.0,1660
317,1996,3408,1046,3388,1338.0,1879.0,1275
317,2001,4632,1563,4261,2002.0,2549.0,1896
317,2006,4880,1854,2943,2038.0,1961.0,2080
317,2011,4970,1995,2317,2106.0,1645.0,2044
317,2016,6260,2942,2913,2830.0,2151.0,2297
318,1986,1505,641,412,619.0,,848
318,1991,1281,366,0,549.0,1068.0,366
318,1996,1547,543,919,795.0,977.0,795
318,2001,2084,575,694,925.0,858.0,958
318,2006,2183,538,883,968.0,907.0,969
318,2011,2033,712,1150,818.0,1198.0,1073
318,2016,2838,817,1138,1009.0,1316.0,1353
319,1986,3155,1465,1133,1320.0,,1504
319,1991,3660,1830,0,1464.0,3267.0,1830
319,1996,3857,1585,1876,1469.0,1809.0,2040
319,2001,7163,2587,4336,2765.0,3162.0,2898
319,2006,15268,6267,8963,5910.0,3236.0,6430
319,2011,13846,5008,7813,5541.0,2944.0,5638
319,2016,14934,6736,6565,6627.0,2904.0,6607
320,1986,3237,1689,989,1835.0,,1793
320,1991,5335,2384,1503,2357.0,6134.0,2668
320,1996,6442,2784,3133,2917.0,5648.0,3018
320,2001,9020,3517,5491,4213.0,6808.0,4139
320,2006,10827,3996,5744,4516.0,8456.0,4347
320,2011,11823,4192,7323,5419.0,9249.0,5040
320,2016,12195,5491,5957,5712.0,9776.0,5699
321,1986,5217,2288,3607,1732.0,,2804
321,1991,4941,1647,366,1830.0,461.0,2562
321,1996,4829,1461,2610,1644.0,383.0,2158
321,2001,4175,1372,1670,1403.0,506.0,2314
321,2006,5549,1813,2628,1886.0,372.0,3037
321,2011,7499,2453,4873,2181.0,790.0,3711
321,2016,4618,1505,1660,1363.0,593.0,2584
322,1986,2474,1012,970,887.0,,1503
322,1991,2379,732,1464,915.0,76.0,1464
322,1996,2795,924,657,925.0,837.0,1459
322,2001,2535,857,918,926.0,1281.0,1523
322,2006,3572,1119,1414,1174.0,1290.0,1793
322,2011,3559,1216,2187,1239.0,1634.0,1776
322,2016,4284,1825,1116,1646.0,957.0,2415
323,1986,3547,1815,1692,1526.0,,1897
323,1991,3477,1830,549,1647.0,4300.0,2196
323,1996,2441,1218,175,1201.0,2869.0,1411
323,2001,3419,1679,1521,1613.0,5143.0,1704
323,2006,8323,4086,2881,4199.0,4891.0,4595
323,2011,10761,5075,2809,5045.0,6255.0,5553
323,2016,13383,7183,5074,6956.0,4731.0,6074
324,1986,4846,2042,1607,2021.0,,2639
324,1991,3111,732,2196,1464.0,4474.0,2379
324,1996,6951,2798,2828,2631.0,6388.0,3325
324,2001,5750,2349,2724,2316.0,6357.0,3250
324,2006,8661,3469,3220,3697.0,7210.0,4613
324,2011,10013,3704,4839,4414.0,9667.0,4914
324,2016,14822,7449,6763,7369.0,9396.0,7913
325,1986,3423,1360,1836,1134.0,,2060
325,1991,5673,1464,549,1830.0,809.0,3294
325,1996,2944,1080,1249,1080.0,575.0,1863
325,2001,2773,1080,789,1087.0,533.0,1871
325,2006,3801,1622,1267,1454.0,510.0,2680
325,2011,4317,1549,1284,1685.0,519.0,2914
325,2016,3352,1187,727,1195.0,270.0,2023
326,1986,3444,1507,1815,1526.0,,1835
326,1991,2196,732,0,915.0,1242.0,1464
326,1996,3579,1680,1260,1589.0,829.0,2174
326,2001,3838,1342,948,1648.0,448.0,1964
326,2006,3972,1261,2309,1463.0,631.0,2007
326,2011,3797,1478,2207,1558.0,743.0,2058
326,2016,3796,1351,1089,1547.0,474.0,2085
327,1986,4701,2164,2228,1732.0,,2680
327,1991,6588,2196,2196,2013.0,773.0,3294
327,1996,4693,1842,1755,1789.0,633.0,2705
327,2001,4561,1909,1550,1924.0,957.0,2917
327,2006,4938,1759,1942,1957.0,1667.0,2702
327,2011,5813,2204,1307,2389.0,1742.0,3678
327,2016,5200,1736,1617,1836.0,1107.0,2806
328,1986,4581,1996,2126,1324.0,,2217
328,1991,4265,1110,3151,1113.0,959.0,1669
328,1996,3944,1271,2393,1216.0,227.0,1766
328,2001,2967,1111,1268,944.0,384.0,1388
328,2006,4100,1360,1924,1302.0,542.0,1826
328,2011,4236,1474,1239,1546.0,709.0,2240
328,2016,3408,1298,2082,965.0,748.0,1564
329,1986,3083,1279,2326,912.0,,1411
329,1991,1113,742,0,556.0,115.0,555
329,1996,2882,972,2214,991.0,308.0,1278
329,2001,3334,1198,3748,1036.0,532.0,1464
329,2006,2877,1105,1384,885.0,595.0,1327
329,2011,6112,2373,1990,2405.0,774.0,3941
329,2016,2512,1119,972,837.0,360.0,1282
330,1986,3343,1456,1800,1172.0,,1542
330,1991,2225,1113,0,927.0,2253.0,1112
330,1996,2576,1092,947,1010.0,932.0,1547
330,2001,2780,1269,500,1111.0,1080.0,1509
330,2006,2632,1140,1511,1102.0,1195.0,1429
330,2011,2802,1045,1184,971.0,775.0,1424
330,2016,2580,1180,1069,978.0,643.0,1203
331,1986,10464,5536,2889,4081.0,,5669
331,1991,10013,5005,2226,4079.0,2461.0,5191
331,1996,12032,4903,5298,4289.0,1689.0,5339
331,2001,10188,4450,4473,3771.0,3080.0,4270
331,2006,10326,4234,4859,3693.0,1650.0,4480
331,2011,10202,3983,7294,3641.0,1267.0,4123
331,2016,12770,5049,5904,4846.0,1188.0,5425
332,1986,5471,2542,2715,1845.0,,2584
332,1991,8158,4450,2967,3152.0,204.0,4820
332,1996,5516,2381,2628,1946.0,283.0,2378
332,2001,6070,2302,2783,2302.0,640.0,2631
332,2006,5689,2168,2152,2135.0,480.0,2739
332,2011,6158,2306,2766,2277.0,356.0,2805
332,2016,6197,2278,4191,2338.0,297.0,2655
333,1986,6122,2995,3366,2041.0,,3043
333,1991,5563,1854,927,1483.0,824.0,2963
333,1996,6451,2008,2765,2009.0,1446.0,2983
333,2001,5428,1799,3259,1875.0,825.0,2458
333,2006,6103,2367,3143,2196.0,1409.0,3320
333,2011,5433,2163,2368,1953.0,1024.0,2795
333,2016,4772,1473,2745,1704.0,956.0,2146
334,1986,7447,3497,4471,2497.0,,3560
334,1991,10384,3150,3895,2781.0,669.0,3895
334,1996,8036,3406,3728,2565.0,1424.0,3546
334,2001,7904,3512,3067,2712.0,2311.0,3635
334,2006,6634,2925,2893,2563.0,964.0,3120
334,2011,5749,2503,2105,2143.0,1060.0,2698
334,2016,8125,3014,2923,3152.0,786.0,3381
335,1986,0,0,0,,,0
335,1991,0,0,0,,6816.0,0
335,1996,0,0,0,,7254.0,0
335,2001,0,0,0,,6614.0,0
335,2006,0,0,0,,7031.0,0
335,2011,0,0,0,,6367.0,0
335,2016,0,0,0,,8011.0,0
336,1986,2887,1326,1258,1129.0,,1935
336,1991,4265,1112,4449,1854.0,2681.0,2966
336,1996,3242,930,1042,1479.0,1840.0,1726
336,2001,4437,1505,1856,1928.0,1437.0,2568
336,2006,3362,1049,803,1656.0,2185.0,1917
336,2011,3970,1113,1313,1676.0,1797.0,2105
336,2016,3884,1225,1657,1721.0,2405.0,2035
337,1986,3908,1737,2731,1281.0,,2321
337,1991,3338,741,0,1483.0,249.0,2410
337,1996,2635,759,1024,986.0,372.0,1441
337,2001,2991,1211,961,1111.0,658.0,1906
337,2006,2624,914,472,1043.0,527.0,1582
337,2011,2734,853,656,1224.0,342.0,1533
337,2016,3310,1199,1121,1337.0,526.0,1806
338,1986,4407,2260,2649,1498.0,,2083
338,1991,4079,2225,371,1854.0,4301.0,2410
338,1996,6074,2015,3059,1941.0,4429.0,2327
338,2001,5969,2300,2419,2044.0,3946.0,2018
338,2006,7000,2901,3678,2543.0,4550.0,2691
338,2011,7907,2623,5329,2553.0,4563.0,2653
338,2016,4782,1751,3877,1578.0,4314.0,1814
339,1986,7056,3649,3583,2866.0,,3150
339,1991,5192,2038,742,2040.0,614.0,2595
339,1996,8574,3092,6517,2947.0,248.0,2702
339,2001,8104,3333,5468,2778.0,1055.0,2341
339,2006,7900,3098,5972,2764.0,807.0,2446
339,2011,7413,2334,6601,2391.0,574.0,2218
339,2016,10652,4388,6680,4183.0,713.0,3497
340,1986,0,0,0,,,0
340,1991,0,0,0,,15299.0,0
340,1996,0,0,0,,13884.0,0
340,2001,23,0,0,23.0,10136.0,23
340,2006,0,0,0,,11174.0,0
340,2011,0,0,0,,13935.0,0
340,2016,2323,1260,415,1202.0,17794.0,1163
341,1986,7946,3799,3541,2670.0,,3970
341,1991,7788,2968,4080,2410.0,1551.0,3708
341,1996,6236,2862,1727,2304.0,1027.0,3297
341,2001,5990,2425,2630,2273.0,2168.0,3227
341,2006,6696,2803,2032,2464.0,2020.0,3481
341,2011,6507,2328,2619,2528.0,1729.0,3409
341,2016,5965,2201,2437,2457.0,935.0,3156
342,1986,5428,2690,3146,1759.0,,2520
342,1991,4265,2226,1113,1298.0,783.0,2410
342,1996,6733,2385,3997,2006.0,722.0,2582
342,2001,7161,2922,3504,2364.0,1081.0,3281
342,2006,6212,2366,2468,2162.0,700.0,2724
342,2011,6252,2110,5839,2032.0,767.0,2668
342,2016,6828,2662,4608,2245.0,573.0,3156
343,1986,4928,2190,3583,1281.0,,2061
343,1991,5006,2411,2226,1483.0,762.0,2039
343,1996,3735,1517,987,1176.0,956.0,1878
343,2001,3409,1505,1616,1096.0,916.0,1722
343,2006,2893,1292,1683,970.0,603.0,1411
343,2011,3316,1343,1856,960.0,485.0,1530
343,2016,2748,961,1498,817.0,169.0,1272
344,1986,6623,3708,1674,2941.0,,3968
344,1991,4305,2583,0,2066.0,1270.0,3271
344,1996,7398,2811,3221,2874.0,1140.0,3362
344,2001,8408,3408,3481,3090.0,1121.0,3727
344,2006,6909,2449,3985,2586.0,803.0,3101
344,2011,9037,3391,5453,3289.0,1203.0,4378
344,2016,7665,3274,6095,3004.0,1043.0,3402
345,1986,6309,2791,2297,2442.0,,3499
345,1991,4864,1889,528,2142.0,8833.0,2972
345,1996,6208,2480,2947,2684.0,7828.0,3482
345,2001,5588,1769,1400,2614.0,8945.0,3667
345,2006,6091,1690,1301,2823.0,6859.0,3508
345,2011,6805,2728,2354,2909.0,7883.0,3644
345,2016,6199,2714,1193,2763.0,7991.0,3606
346,1986,1558,743,989,692.0,,842
346,1991,1014,203,811,608.0,12606.0,812
346,1996,2305,776,754,994.0,11067.0,1054
346,2001,2368,804,939,1144.0,10073.0,1156
346,2006,3377,1535,1060,1464.0,9407.0,1788
346,2011,3587,1581,749,1718.0,8778.0,1991
346,2016,3393,1580,1150,1494.0,7842.0,1983
347,1986,16569,7888,10509,6430.0,,6478
347,1991,9330,4056,1623,4259.0,11535.0,4867
347,1996,20050,6539,11411,7188.0,6248.0,6775
347,2001,21359,8115,12971,7686.0,9210.0,7047
347,2006,21200,6253,15004,7524.0,7034.0,6611
347,2011,20249,6138,16194,6870.0,6836.0,6304
347,2016,21460,7606,11994,7830.0,4987.0,7028
348,1986,6108,2695,841,3190.0,,3735
348,1991,6926,2946,1481,3859.0,11162.0,3962
348,1996,7729,3339,1390,4212.0,9223.0,4174
348,2001,8864,3914,2782,4688.0,8543.0,4843
348,2006,8686,3302,2311,4517.0,8160.0,4433
348,2011,12309,4325,2816,6143.0,10336.0,6493
348,2016,10890,4706,2380,5732.0,11339.0,6129
349,1986,3754,1532,1695,1554.0,,1651
349,1991,2927,1204,689,1205.0,4129.0,860
349,1996,4917,1325,6313,1930.0,3309.0,1413
349,2001,5384,1582,3942,2076.0,3178.0,1641
349,2006,4790,1401,5295,1957.0,3177.0,1491
349,2011,4318,1206,2538,1913.0,3894.0,1591
349,2016,6290,2266,3217,2493.0,3768.0,2512
350,1986,3467,2295,861,1769.0,,2152
350,1991,3444,2238,0,2066.0,1113.0,1377
350,1996,4958,1965,1404,2107.0,431.0,1777
350,2001,5437,2535,2242,2389.0,394.0,2345
350,2006,5697,2189,2412,2524.0,781.0,2545
350,2011,5257,1976,2454,2403.0,533.0,2407
350,2016,5812,2703,2396,2863.0,439.0,2346
351,1986,6097,2918,3586,2224.0,,3182
351,1991,7921,3787,2066,2755.0,2546.0,3788
351,1996,6529,2582,3328,2479.0,1864.0,3078
351,2001,6059,2779,3498,2424.0,2467.0,2735
351,2006,6227,2188,4016,2388.0,2892.0,3053
351,2011,6055,2141,4785,2232.0,3028.0,2729
351,2016,4666,1823,2588,2008.0,2997.0,2344
352,1986,9970,4999,3301,3897.0,,5476
352,1991,13776,6542,2583,4994.0,1361.0,7233
352,1996,11258,4271,3409,4233.0,2227.0,5586
352,2001,10599,4463,2400,4184.0,1916.0,5632
352,2006,11009,3889,5252,4191.0,2025.0,5410
352,2011,13493,4754,6013,4639.0,2324.0,6562
352,2016,10440,4310,3443,3708.0,2249.0,5165
353,1986,4997,2823,908,2128.0,,2799
353,1991,3961,1894,688,1378.0,611.0,1895
353,1996,4626,1960,2022,1730.0,733.0,2210
353,2001,5003,2270,1698,1955.0,510.0,2532
353,2006,5256,1954,1544,1868.0,724.0,2432
353,2011,4219,1645,2109,1630.0,365.0,2270
353,2016,5847,2660,2555,2498.0,750.0,3089
354,1986,12385,6410,5427,4280.0,,6167
354,1991,9299,4134,1378,4133.0,618.0,5339
354,1996,11142,3988,4450,4088.0,1434.0,4448
354,2001,10052,4504,4407,3891.0,1203.0,4465
354,2006,9959,3738,5962,3798.0,857.0,4220
354,2011,10392,3892,5622,3699.0,591.0,4170
354,2016,10590,3713,7957,4105.0,735.0,4084
355,1986,995,300,184,463.0,,231
355,1991,390,390,0,195.0,227.0,195
355,1996,1530,517,995,656.0,557.0,339
355,2001,1170,314,278,628.0,425.0,481
355,2006,1195,377,220,617.0,326.0,339
355,2011,1285,490,212,543.0,494.0,425
355,2016,1238,406,225,817.0,306.0,272
356,1986,2476,948,1619,856.0,,648
356,1991,1561,585,780,780.0,501.0,585
356,1996,3318,1333,1905,1212.0,809.0,1033
356,2001,2886,1360,1005,1173.0,956.0,1129
356,2006,3954,1570,1915,1467.0,1367.0,1468
356,2011,3147,1138,855,1129.0,731.0,1130
356,2016,2552,1289,1316,1036.0,992.0,948
357,1986,7814,3555,7381,2867.0,,2437
357,1991,6357,3271,6540,2543.0,1465.0,2181
357,1996,7344,2789,4534,2772.0,1698.0,2297
357,2001,7721,3291,4734,3039.0,1902.0,2497
357,2006,7523,3287,4163,2997.0,1595.0,2337
357,2011,7382,2993,4000,2769.0,2536.0,2637
357,2016,5174,2150,2015,2030.0,1471.0,1520
358,1986,6161,2993,4364,2406.0,,2130
358,1991,9990,4724,0,3088.0,2923.0,3632
358,1996,7748,3059,4945,2713.0,2114.0,2184
358,2001,7205,3083,5600,2816.0,1840.0,2503
358,2006,7103,2926,3290,2765.0,1966.0,2764
358,2011,7342,2908,2422,2712.0,1879.0,2783
358,2016,5349,2184,3471,1971.0,1554.0,1603
359,1986,0,0,0,,,0
359,1991,0,0,0,,2456.0,0
359,1996,0,0,0,,2072.0,0
359,2001,974,638,172,391.0,2236.0,561
359,2006,2752,1075,509,1188.0,2627.0,1734
359,2011,2108,898,375,908.0,2698.0,1033
359,2016,2009,758,758,854.0,2539.0,1081
360,1986,25,25,0,25.0,,25
360,1991,0,0,0,,1240.0,0
360,1996,0,0,0,,475.0,0
360,2001,0,0,0,,311.0,0
360,2006,0,0,0,,321.0,0
360,2011,0,0,0,,382.0,0
360,2016,0,0,0,,756.0,0
361,1986,5932,3297,1319,2566.0,,2827
361,1991,3820,2490,0,2159.0,1006.0,1494
361,1996,5346,3157,1026,2751.0,1123.0,2769
361,2001,5291,3021,1447,2654.0,970.0,3100
361,2006,5073,2493,1451,2472.0,1325.0,2820
361,2011,5930,2551,2279,2583.0,996.0,3109
361,2016,5685,2711,1161,2946.0,1347.0,2869
362,1986,7580,3723,2637,2801.0,,3296
362,1991,14282,5481,996,5148.0,1219.0,7307
362,1996,7210,3465,2823,2914.0,1362.0,3538
362,2001,7433,3513,2568,2831.0,1749.0,3467
362,2006,7175,2853,1469,2735.0,1524.0,3447
362,2011,6917,2967,2745,2717.0,1889.0,3748
362,2016,6346,3276,2209,2615.0,1795.0,3406
363,1986,6262,3555,1624,2943.0,,3016
363,1991,4318,2158,498,2159.0,1223.0,2158
363,1996,6041,3717,1969,2945.0,845.0,3321
363,2001,6689,3706,2647,3060.0,1601.0,3374
363,2006,6556,3255,2110,2937.0,1009.0,3271
363,2011,5158,2197,2040,2097.0,1457.0,2548
363,2016,6912,3273,2208,2844.0,1053.0,3410
364,1986,7086,3555,4287,2684.0,,2849
364,1991,8304,3486,6309,2823.0,1889.0,3155
364,1996,7334,3776,4191,3338.0,1490.0,3344
364,2001,7609,3835,2572,3514.0,1248.0,3774
364,2006,7626,3728,4192,3304.0,1616.0,3395
364,2011,7335,3261,2476,2896.0,1860.0,3041
364,2016,7737,3549,3113,3306.0,1410.0,3257
365,1986,3146,1523,2864,1116.0,,1040
365,1991,4359,2180,7811,1816.0,166.0,1454
365,1996,4382,1967,2711,1503.0,254.0,1333
365,2001,3396,1411,1838,1386.0,304.0,917
365,2006,3395,1448,2192,1470.0,352.0,1160
365,2011,4292,1650,2089,1666.0,657.0,1486
365,2016,3683,1902,1932,1419.0,361.0,1129
366,1986,6132,2704,3055,2245.0,,1896
366,1991,5268,1561,3316,2146.0,1841.0,976
366,1996,6656,2888,4413,2576.0,1264.0,2116
366,2001,7237,3170,3197,3055.0,1896.0,2649
366,2006,7278,2955,3611,2915.0,1623.0,2216
366,2011,6946,2876,4256,2762.0,1642.0,2443
366,2016,8227,3951,3058,3118.0,1514.0,2925
367,1986,7304,3441,4903,2476.0,,2852
367,1991,4982,1826,996,1827.0,1696.0,1660
367,1996,7546,3136,4174,3013.0,2150.0,2850
367,2001,7787,3597,2825,3280.0,2109.0,2960
367,2006,6999,2814,5178,2760.0,1625.0,2278
367,2011,8292,3529,4735,3089.0,1853.0,3013
367,2016,7185,3091,3200,3152.0,2122.0,2375
368,1986,5893,2846,2550,2550.0,,2329
368,1991,8137,2656,10630,2823.0,2025.0,2325
368,1996,8176,3385,4452,3316.0,2435.0,2453
368,2001,8383,3406,6144,3451.0,2950.0,2447
368,2006,7686,3640,5420,3319.0,2417.0,2355
368,2011,8088,3224,6367,3221.0,2042.0,2630
368,2016,8322,3706,4973,3758.0,2280.0,2365
369,1986,5273,2496,2472,2283.0,,2523
369,1991,6477,4318,3155,2657.0,384.0,4152
369,1996,5763,2655,2716,2655.0,722.0,2639
369,2001,5800,2847,2368,2637.0,798.0,2548
369,2006,5957,2708,2323,2804.0,686.0,2474
369,2011,4810,2134,1760,2031.0,589.0,2215
369,2016,5867,2488,3286,2804.0,928.0,2318
370,1986,5603,2425,1836,2378.0,,1861
370,1991,5148,2158,1826,2159.0,1342.0,2490
370,1996,5960,2184,2970,2459.0,1292.0,2499
370,2001,5740,2865,2074,2530.0,1645.0,2769
370,2006,6396,2738,1886,2619.0,1592.0,2616
370,2011,7308,3283,2269,2773.0,1917.0,3235
370,2016,6724,3453,2838,2617.0,1733.0,2942
371,1986,8944,4494,1761,3018.0,,4868
371,1991,8172,3996,3632,2724.0,3999.0,4176
371,1996,9602,3119,3240,3140.0,2986.0,4086
371,2001,10190,4259,3684,3357.0,6801.0,5178
371,2006,9288,3663,3317,3243.0,5695.0,4399
371,2011,7748,2914,1148,2664.0,5332.0,3833
371,2016,10158,3621,3393,3515.0,5144.0,4868
372,1986,5904,2687,2179,2049.0,,2709
372,1991,5629,2179,4359,1997.0,1819.0,2360
372,1996,8304,3015,3680,2730.0,1712.0,3527
372,2001,7667,2947,3507,2905.0,1635.0,3749
372,2006,8075,2461,3148,2885.0,1983.0,3561
372,2011,6732,2354,2202,2396.0,1676.0,3158
372,2016,7994,2933,5175,2792.0,1357.0,4072
373,1986,9209,4382,5528,2996.0,,3986
373,1991,12893,5450,3632,4540.0,2868.0,6537
373,1996,10463,4119,4635,3601.0,1696.0,4523
373,2001,11317,4100,4403,4028.0,2256.0,4640
373,2006,10481,3523,4966,3510.0,1967.0,4268
